"","iSensor","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","celltype"
"218","AT-aux-cis-DR5-ARF5-2",7.26831425437028e-05,-0.330588182330809,1,1,0.00486977055042809,"TransitInitials"
"219","AT-aux-cis-DR5-ARF6",8.35315944259428e-05,-0.304162411868256,1,1,0.00559661682653817,"TransitInitials"
"220","AT-aux-cis-DR5-ARF8",8.35315944259428e-05,-0.304162411868256,1,1,0.00559661682653817,"TransitInitials"
"221","AT-aux-cis-IR8-ARF5-2",0.000164841841191936,-0.331123037450646,1,1,0.0110444033598597,"TransitInitials"
"222","AT-aux-cis-DR5-ARF2",0.000172322551311107,-0.331728754968715,1,1,0.0115456109378442,"TransitInitials"
"223","AT-aux-trans-Transport",0.000180121699237376,-0.724936148455104,1,1,0.0120681538489042,"TransitInitials"
"224","AT-aux-cis-IR8-ARF5-1",0.000205557570817882,-0.29754715253542,1,1,0.0137723572447981,"TransitInitials"
"225","majortrend",0.000266870178784679,-0.224216533203421,1,1,0.0178803019785735,"TransitInitials"
"226","AT-aux-cis-DR5-ARF1",0.000330658857361583,-0.269658697171305,1,1,0.022154143443226,"TransitInitials"
"227","AT-aux-cistrans-IR8-ARF5syn-up",0.00108237712741519,0.371577595314047,1,1,0.0725192675368178,"TransitInitials"
"228","AT-aux-cis-IR8-ARF5syn",0.00136664070997039,-0.191150510902488,1,1,0.0915649275680159,"TransitInitials"
"229","AT-aux-trans-IAA",0.00231721614436302,-0.777668986068139,1,1,0.155253481672322,"TransitInitials"
"230","AT-aux-cis-DR5-ARF3",0.00249417943958183,-0.280007595834803,1,1,0.167110022451983,"TransitInitials"
"231","AT-aux-cistrans-IR8-TGTCNN-down",0.00293588619194141,-1.37204405704795,0.69,0.857,0.196704374860074,"TransitInitials"
"232","AT-aux-cistrans-IR8-ARF1-down",0.00304021553891466,-0.700565546081134,0.914,0.952,0.203694441107282,"TransitInitials"
"233","AT-aux-cistrans-DR5-ARF3-down",0.00333260429871768,-0.479924583341557,1,1,0.223284488014085,"TransitInitials"
"234","AT-aux-cis-IR8-ARF6",0.008963524798804,-0.18129638702782,1,1,0.600556161519868,"TransitInitials"
"235","AT-aux-cis-IR8-ARF8",0.008963524798804,-0.18129638702782,1,1,0.600556161519868,"TransitInitials"
"236","AT-aux-cistrans-IR8-ARF5-2-down",0.0119036303547092,-0.928638148238745,0.741,0.905,0.797543233765515,"TransitInitials"
"237","AT-aux-cistrans-IR8-ARF6-down",0.0119517611336847,-0.457194124743547,1,1,0.800767995956875,"TransitInitials"
"238","AT-aux-cistrans-IR8-ARF8-down",0.0119517611336847,-0.457194124743547,1,1,0.800767995956875,"TransitInitials"
"239","AT-aux-cistrans-DR5-ARF5-2-down",0.0131226194305734,-0.483364157858362,0.931,1,0.87921550184842,"TransitInitials"
"240","AT-aux-trans-ConjugationDeconjugation",0.0162793737004922,-0.677061234446252,0.983,1,1,"TransitInitials"
"241","AT-aux-cis-IR8-TGTCNN",0.0194908919275762,-0.23676398085334,1,1,1,"TransitInitials"
"242","AT-aux-cistrans-IR8-ARF5-1-down",0.0194908919275762,-0.661495612550565,1,1,1,"TransitInitials"
"243","AT-aux-cis-IR8-ARF2",0.0206780439782174,-0.226119984816053,1,1,1,"TransitInitials"
"244","AT-aux-cistrans-IR8-ARF5-1-up",0.0225768889218607,0.342703066652446,1,1,1,"TransitInitials"
"245","AT-aux-cistrans-DR5-ARF5-2-up",0.0317653815488617,0.484937383917987,1,1,1,"TransitInitials"
"246","random1",0.0476036894283943,-0.202187001687548,1,1,1,"TransitInitials"
"247","random3",0.0501485795585919,-0.171342809990473,1,1,1,"TransitInitials"
"248","AT-aux-cistrans-DR5-ARF3-up",0.121600639932394,0.326701679980735,1,1,1,"TransitInitials"
"249","AT-aux-cistrans-DR5-ARF1-up",0.147557438311599,-0.213743291295943,1,1,1,"TransitInitials"
"250","AT-aux-trans-Receptors",0.21948079481129,-0.0449096336801158,0.862,0.857,1,"TransitInitials"
"251","AT-aux-cistrans-IR8-ARF2-up",0.255335402992938,-0.128521397565506,1,1,1,"TransitInitials"
"252","AT-aux-cistrans-DR5-TGTCNN-up",0.29431340619036,0.121705976768083,1,1,1,"TransitInitials"
"253","AT-aux-trans-ARF",0.2994493340454,0.0874162006353099,0.966,1,1,"TransitInitials"
"254","AT-aux-cistrans-DR5-ARF1-down",0.315214339518988,-0.242988957497426,0.966,0.952,1,"TransitInitials"
"255","AT-aux-cistrans-IR8-ARF5-2-up",0.359909750422554,0.364719760916615,1,1,1,"TransitInitials"
"256","AT-aux-trans-A-ARF",0.395850185309364,-0.426978620952526,0.931,0.952,1,"TransitInitials"
"257","AT-aux-cistrans-DR5-ARF5syn-up",0.408374399411815,0.0419547371891971,1,1,1,"TransitInitials"
"258","AT-aux-cistrans-IR8-ARF2-down",0.424045213983957,-0.232847202066868,0.879,0.952,1,"TransitInitials"
"259","AT-aux-cistrans-IR8-TGTCNN-up",0.447139999774696,0.0913397996716312,0.948,1,1,"TransitInitials"
"260","AT-aux-cis-IR8-ARF3",0.487940188508337,-0.138694373309324,1,1,1,"TransitInitials"
"261","AT-aux-cistrans-DR5-ARF2-up",0.487940188508337,0.043731590802081,1,1,1,"TransitInitials"
"262","AT-aux-cistrans-IR8-ARF3-up",0.501878558136139,0.291411071185155,0.931,0.905,1,"TransitInitials"
"263","AT-aux-cistrans-IR8-ARF6-up",0.590421844395786,0.118250641518506,1,1,1,"TransitInitials"
"264","AT-aux-cistrans-IR8-ARF8-up",0.590421844395786,0.118250641518506,1,1,1,"TransitInitials"
"265","AT-aux-cistrans-DR5-ARF6-up",0.677297892768046,-0.0918491380734827,1,1,1,"TransitInitials"
"266","AT-aux-cistrans-DR5-ARF8-up",0.677297892768046,-0.0918491380734827,1,1,1,"TransitInitials"
"267","AT-aux-cis-DR5-TGTCGG",0.811408761805624,-0.0239979936923927,0.931,1,1,"TransitInitials"
"268","AT-aux-cistrans-DR5-ARF5-1-up",0.960171488098849,0.00859571921200275,1,1,1,"TransitInitials"
