"gene","sample","normalized_expression","orig.ident","nCount_RNA","nFeature_RNA","Batch","Type","Tissue","Duration","Author","condition","group","dataset_dir","concentration_uM","auxin_compound","label","Concentration"
"PIN5","control_1_auxin_root_2h_lewis",0.30253933331461,"control",144905.159803495,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_1_auxin_root_2h_vanneste",0.269964702190909,"control",144966.939261077,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN5","control_1_auxin_seedling_2h_okushima",0.279788422776898,"control",144850.414454846,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_2_auxin_root_2h_bargmann",0.27630652219961,"control",144906.492295472,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_2_auxin_root_2h_lewis",0.290647298144897,"control",144845.655514571,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_2h_vanneste",0.305535684985736,"control",144922.474082519,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN5","control_2_auxin_seedling_2h_okushima",0.288374896592066,"control",144852.755342067,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_3_auxin_root_2h_bargmann",0.287382550035615,"control",144895.237265024,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_3_auxin_root_2h_lewis",0.293863619297671,"control",144718.580595369,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_seedling_2h_okushima",0.279607412794355,"control",145027.418420535,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_1_auxin_root_2h_derybel",0.303848593623634,"control",144891.502301021,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_2_auxin_root_2h_derybel",0.294294423073582,"control",144833.260795673,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_3_auxin_root_2h_derybel",0.288303520628112,"control",144891.611277383,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","treat_1_auxin_root_2h_lewis",0.261882233366491,"treat",144940.700015881,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_2h_lewis",0.270572044363003,"treat",144960.52331451,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_2h_lewis",0.279859790143719,"treat",144883.688098146,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_1_auxin_root_2h_bargmann",0.274059552803383,"treat",144778.309908173,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_1_auxin_seedling_2h_okushima",0.287088685694622,"treat",144752.38393162,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_2_auxin_root_2h_bargmann",0.294242369734028,"treat",144798.478522725,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_2_auxin_seedling_2h_okushima",0.287357025279037,"treat",144785.81138481,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_3_auxin_root_2h_bargmann",0.278295612492039,"treat",144783.950884411,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_3_auxin_seedling_2h_okushima",0.272364004393744,"treat",144786.604613882,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_1_auxin_root_2h_vanneste",0.268617050853035,"treat",144706.519274053,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN5","treat_2_auxin_root_2h_vanneste",0.286540187424855,"treat",144721.611518547,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN5","treat_1_auxin_root_2h_derybel",0.266626601471829,"treat",144786.255170148,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_2_auxin_root_2h_derybel",0.267795868935445,"treat",144798.429879037,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_3_auxin_root_2h_derybel",0.271408721115678,"treat",144927.167174773,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN6","control_1_auxin_root_2h_bargmann",0.429254324403955,"control",144895.456982637,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN6","control_1_auxin_root_2h_lewis",0.421164833925169,"control",144905.159803495,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN6","control_1_auxin_root_2h_vanneste",0.425052349043076,"control",144966.939261077,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN6","control_1_auxin_seedling_2h_okushima",0.422049388591448,"control",144850.414454846,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN6","control_2_auxin_root_2h_bargmann",0.433881277844548,"control",144906.492295472,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN6","control_2_auxin_root_2h_lewis",0.407574606125721,"control",144845.655514571,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN6","control_2_auxin_root_2h_vanneste",0.431008138887361,"control",144922.474082519,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN6","control_2_auxin_seedling_2h_okushima",0.421784597980814,"control",144852.755342067,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN6","control_3_auxin_root_2h_bargmann",0.418304539348663,"control",144895.237265024,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN6","control_3_auxin_root_2h_lewis",0.422556324463508,"control",144718.580595369,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN6","control_3_auxin_seedling_2h_okushima",0.43354851778671,"control",145027.418420535,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN6","control_1_auxin_root_2h_derybel",0.428587009483434,"control",144891.502301021,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN6","control_2_auxin_root_2h_derybel",0.42611557925012,"control",144833.260795673,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN6","control_3_auxin_root_2h_derybel",0.426705424295958,"control",144891.611277383,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN6","treat_1_auxin_root_2h_lewis",0.42814986617126,"treat",144940.700015881,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN6","treat_2_auxin_root_2h_lewis",0.431059613365877,"treat",144960.52331451,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN6","treat_3_auxin_root_2h_lewis",0.422895580043283,"treat",144883.688098146,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN6","treat_1_auxin_root_2h_bargmann",0.420446384642406,"treat",144778.309908173,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN6","treat_1_auxin_seedling_2h_okushima",0.406142890790416,"treat",144752.38393162,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN6","treat_2_auxin_root_2h_bargmann",0.418990579426945,"treat",144798.478522725,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN6","treat_2_auxin_seedling_2h_okushima",0.426285374737257,"treat",144785.81138481,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN6","treat_3_auxin_root_2h_bargmann",0.412413131789094,"treat",144783.950884411,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN6","treat_3_auxin_seedling_2h_okushima",0.418189619427508,"treat",144786.604613882,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN6","treat_1_auxin_root_2h_vanneste",0.420693015362848,"treat",144706.519274053,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN6","treat_2_auxin_root_2h_vanneste",0.41417714444438,"treat",144721.611518547,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN6","treat_1_auxin_root_2h_derybel",0.417890312195362,"treat",144786.255170148,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN6","treat_2_auxin_root_2h_derybel",0.41231744772846,"treat",144798.429879037,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN6","treat_3_auxin_root_2h_derybel",0.423443215182643,"treat",144927.167174773,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN7","control_1_auxin_root_2h_bargmann",0.407936517965733,"control",144895.456982637,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN7","control_1_auxin_root_2h_lewis",0.405859172440331,"control",144905.159803495,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN7","control_1_auxin_root_2h_vanneste",0.416078032777853,"control",144966.939261077,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN7","control_1_auxin_seedling_2h_okushima",0.447628213204675,"control",144850.414454846,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN7","control_2_auxin_root_2h_bargmann",0.414888104285885,"control",144906.492295472,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN7","control_2_auxin_root_2h_lewis",0.434276823284777,"control",144845.655514571,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN7","control_2_auxin_root_2h_vanneste",0.404195259059233,"control",144922.474082519,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN7","control_2_auxin_seedling_2h_okushima",0.422084737285676,"control",144852.755342067,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN7","control_3_auxin_root_2h_bargmann",0.418640573389374,"control",144895.237265024,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN7","control_3_auxin_root_2h_lewis",0.408770795788088,"control",144718.580595369,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN7","control_3_auxin_seedling_2h_okushima",0.390907841485154,"control",145027.418420535,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN7","control_1_auxin_root_2h_derybel",0.414184966858575,"control",144891.502301021,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN7","control_2_auxin_root_2h_derybel",0.399928289017295,"control",144833.260795673,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN7","control_3_auxin_root_2h_derybel",0.421215232221216,"control",144891.611277383,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN7","treat_1_auxin_root_2h_lewis",0.499482903272171,"treat",144940.700015881,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN7","treat_2_auxin_root_2h_lewis",0.499114186387997,"treat",144960.52331451,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN7","treat_3_auxin_root_2h_lewis",0.485574160947712,"treat",144883.688098146,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN7","treat_1_auxin_root_2h_bargmann",0.499600298527993,"treat",144778.309908173,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN7","treat_1_auxin_seedling_2h_okushima",0.495321872361297,"treat",144752.38393162,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN7","treat_2_auxin_root_2h_bargmann",0.501661687713126,"treat",144798.478522725,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN7","treat_2_auxin_seedling_2h_okushima",0.500762117414455,"treat",144785.81138481,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN7","treat_3_auxin_root_2h_bargmann",0.494255306317327,"treat",144783.950884411,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN7","treat_3_auxin_seedling_2h_okushima",0.482303094686548,"treat",144786.604613882,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN7","treat_1_auxin_root_2h_vanneste",0.506469923565534,"treat",144706.519274053,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN7","treat_2_auxin_root_2h_vanneste",0.49652665056233,"treat",144721.611518547,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN7","treat_1_auxin_root_2h_derybel",0.503607544432286,"treat",144786.255170148,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN7","treat_2_auxin_root_2h_derybel",0.493968359478939,"treat",144798.429879037,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN7","treat_3_auxin_root_2h_derybel",0.501947855833172,"treat",144927.167174773,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN8","control_1_auxin_root_2h_bargmann",0.211626204561719,"control",144895.456982637,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN8","control_1_auxin_root_2h_lewis",0.220235931413751,"control",144905.159803495,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN8","control_1_auxin_root_2h_vanneste",0.213633341657067,"control",144966.939261077,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN8","control_1_auxin_seedling_2h_okushima",0.221924176186574,"control",144850.414454846,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN8","control_2_auxin_root_2h_bargmann",0.21874009807028,"control",144906.492295472,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN8","control_2_auxin_root_2h_lewis",0.227813103107576,"control",144845.655514571,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN8","control_2_auxin_root_2h_vanneste",0.227551145349587,"control",144922.474082519,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN8","control_2_auxin_seedling_2h_okushima",0.218327790402857,"control",144852.755342067,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN8","control_3_auxin_root_2h_bargmann",0.215916222253787,"control",144895.237265024,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN8","control_3_auxin_root_2h_lewis",0.22978981481437,"control",144718.580595369,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN8","control_3_auxin_seedling_2h_okushima",0.220310547026231,"control",145027.418420535,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN8","control_1_auxin_root_2h_derybel",0.223186551611748,"control",144891.502301021,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN8","control_2_auxin_root_2h_derybel",0.217193914618954,"control",144833.260795673,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN8","control_3_auxin_root_2h_derybel",0.211679102898603,"control",144891.611277383,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN8","treat_1_auxin_root_2h_lewis",0.209874640944837,"treat",144940.700015881,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN8","treat_2_auxin_root_2h_lewis",0.214145123261684,"treat",144960.52331451,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN8","treat_3_auxin_root_2h_lewis",0.215865714087668,"treat",144883.688098146,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN8","treat_1_auxin_root_2h_bargmann",0.216478536619661,"treat",144778.309908173,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN8","treat_1_auxin_seedling_2h_okushima",0.223699198939144,"treat",144752.38393162,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN8","treat_2_auxin_root_2h_bargmann",0.222495117819103,"treat",144798.478522725,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN8","treat_2_auxin_seedling_2h_okushima",0.20833173346957,"treat",144785.81138481,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN8","treat_3_auxin_root_2h_bargmann",0.229831727132695,"treat",144783.950884411,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN8","treat_3_auxin_seedling_2h_okushima",0.223404434281014,"treat",144786.604613882,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN8","treat_1_auxin_root_2h_vanneste",0.212067769973369,"treat",144706.519274053,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN8","treat_2_auxin_root_2h_vanneste",0.224587366401304,"treat",144721.611518547,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN8","treat_1_auxin_root_2h_derybel",0.225931093253894,"treat",144786.255170148,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN8","treat_2_auxin_root_2h_derybel",0.214482302698741,"treat",144798.429879037,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN8","treat_3_auxin_root_2h_derybel",0.222291814142068,"treat",144927.167174773,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
