"gene","sample","normalized_expression","orig.ident","nCount_RNA","nFeature_RNA","Batch","Type","Tissue","Duration","Author","condition","group","dataset_dir","concentration_uM","auxin_compound","label","Concentration"
"PIN4","control_3_auxin_root-apex_6h_xuan",0.417078893987966,"control",144906.327627783,22590,"auxin_root-apex_6h_xuan","control","root-apex","6h","xuan","Control","control","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",0
"PIN4","treat_1_auxin_root-apex_6h_xuan",0.436526847654947,"treat",144725.564784712,22590,"auxin_root-apex_6h_xuan","treat","root-apex","6h","xuan","Auxin","treat","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",10
"PIN4","treat_2_auxin_root-apex_6h_xuan",0.420008932498299,"treat",144714.319614003,22590,"auxin_root-apex_6h_xuan","treat","root-apex","6h","xuan","Auxin","treat","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",10
"PIN4","treat_3_auxin_root-apex_6h_xuan",0.428473222808403,"treat",144602.097876745,22590,"auxin_root-apex_6h_xuan","treat","root-apex","6h","xuan","Auxin","treat","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",10
"PIN5","control_1_auxin_root_2h_bargmann",0.28583147083673,"control",144895.456982637,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_2_auxin_root_2h_bargmann",0.27630652219961,"control",144906.492295472,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_3_auxin_root_2h_bargmann",0.287382550035615,"control",144895.237265024,22590,"auxin_root_2h_bargmann","control","root","2h","bargmann","Control","control","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","treat_1_auxin_root_2h_bargmann",0.274059552803383,"treat",144778.309908173,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_2_auxin_root_2h_bargmann",0.294242369734028,"treat",144798.478522725,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_3_auxin_root_2h_bargmann",0.278295612492039,"treat",144783.950884411,22590,"auxin_root_2h_bargmann","treat","root","2h","bargmann","Auxin","treat","auxin_root_2h_bargmann",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","control_1_auxin_seedling_05h_delker",0.284401393868568,"control",145057.545347346,22590,"auxin_seedling_05h_delker","control","seedling","05h","delker","Control","control","auxin_seedling_05h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_seedling_05h_delker",0.269759923930382,"control",145115.53412366,22590,"auxin_seedling_05h_delker","control","seedling","05h","delker","Control","control","auxin_seedling_05h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_seedling_05h_delker",0.298037744787628,"control",145037.247498294,22590,"auxin_seedling_05h_delker","control","seedling","05h","delker","Control","control","auxin_seedling_05h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_seedling_05h_delker",0.288305576890895,"treat",144609.97329443,22590,"auxin_seedling_05h_delker","treat","seedling","05h","delker","Auxin","treat","auxin_seedling_05h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_seedling_05h_delker",0.281235857727421,"treat",144640.316191634,22590,"auxin_seedling_05h_delker","treat","seedling","05h","delker","Auxin","treat","auxin_seedling_05h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_seedling_05h_delker",0.275582526642788,"treat",144664.523047894,22590,"auxin_seedling_05h_delker","treat","seedling","05h","delker","Auxin","treat","auxin_seedling_05h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_seedling_1h_delker",0.28501199926174,"control",145044.607860462,22590,"auxin_seedling_1h_delker","control","seedling","1h","delker","Control","control","auxin_seedling_1h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_seedling_1h_delker",0.26895784494274,"control",145097.717137737,22590,"auxin_seedling_1h_delker","control","seedling","1h","delker","Control","control","auxin_seedling_1h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_seedling_1h_delker",0.283128228879718,"control",145000.655695384,22590,"auxin_seedling_1h_delker","control","seedling","1h","delker","Control","control","auxin_seedling_1h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_seedling_1h_delker",0.295019255681822,"treat",144632.469447688,22590,"auxin_seedling_1h_delker","treat","seedling","1h","delker","Auxin","treat","auxin_seedling_1h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_seedling_1h_delker",0.27915641414319,"treat",144651.844241064,22590,"auxin_seedling_1h_delker","treat","seedling","1h","delker","Auxin","treat","auxin_seedling_1h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_seedling_1h_delker",0.285923255974297,"treat",144709.388995078,22590,"auxin_seedling_1h_delker","treat","seedling","1h","delker","Auxin","treat","auxin_seedling_1h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_seedling_3h_delker",0.292937747371808,"control",144932.688979116,22590,"auxin_seedling_3h_delker","control","seedling","3h","delker","Control","control","auxin_seedling_3h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_seedling_3h_delker",0.283926259113834,"control",145003.07482206,22590,"auxin_seedling_3h_delker","control","seedling","3h","delker","Control","control","auxin_seedling_3h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_seedling_3h_delker",0.302233637803152,"control",144890.327919777,22590,"auxin_seedling_3h_delker","control","seedling","3h","delker","Control","control","auxin_seedling_3h_delker",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_seedling_3h_delker",0.259404729550172,"treat",144833.185810935,22590,"auxin_seedling_3h_delker","treat","seedling","3h","delker","Auxin","treat","auxin_seedling_3h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_seedling_3h_delker",0.281870972864883,"treat",144792.738319514,22590,"auxin_seedling_3h_delker","treat","seedling","3h","delker","Auxin","treat","auxin_seedling_3h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_seedling_3h_delker",0.274432376863122,"treat",144725.803267843,22590,"auxin_seedling_3h_delker","treat","seedling","3h","delker","Auxin","treat","auxin_seedling_3h_delker",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_2h_derybel",0.303848593623634,"control",144891.502301021,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_2_auxin_root_2h_derybel",0.294294423073582,"control",144833.260795673,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_3_auxin_root_2h_derybel",0.288303520628112,"control",144891.611277383,22590,"auxin_root_2h_derybel","control","root","2h","derybel","Control","control","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","treat_1_auxin_root_2h_derybel",0.266626601471829,"treat",144786.255170148,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_2_auxin_root_2h_derybel",0.267795868935445,"treat",144798.429879037,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_3_auxin_root_2h_derybel",0.271408721115678,"treat",144927.167174773,22590,"auxin_root_2h_derybel","treat","root","2h","derybel","Auxin","treat","auxin_root_2h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","control_1_auxin_root_6h_derybel",0.299546468977244,"control",145006.656817472,22590,"auxin_root_6h_derybel","control","root","6h","derybel","Control","control","auxin_root_6h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_2_auxin_root_6h_derybel",0.288011567832482,"control",145073.439178668,22590,"auxin_root_6h_derybel","control","root","6h","derybel","Control","control","auxin_root_6h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_3_auxin_root_6h_derybel",0.28163248938884,"control",144948.250796977,22590,"auxin_root_6h_derybel","control","root","6h","derybel","Control","control","auxin_root_6h_derybel",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","treat_1_auxin_root_6h_derybel",0.276449140341767,"treat",144700.489295898,22590,"auxin_root_6h_derybel","treat","root","6h","derybel","Auxin","treat","auxin_root_6h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_2_auxin_root_6h_derybel",0.282026559768646,"treat",144650.40590281,22590,"auxin_root_6h_derybel","treat","root","6h","derybel","Auxin","treat","auxin_root_6h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_3_auxin_root_6h_derybel",0.269204275570947,"treat",144669.598889119,22590,"auxin_root_6h_derybel","treat","root","6h","derybel","Auxin","treat","auxin_root_6h_derybel",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","control_1_auxin_root_05h_lewis",0.299394151452662,"control",144993.986007535,22590,"auxin_root_05h_lewis","control","root","05h","lewis","Control","control","auxin_root_05h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_05h_lewis",0.293866349184793,"control",144834.255957278,22590,"auxin_root_05h_lewis","control","root","05h","lewis","Control","control","auxin_root_05h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_root_05h_lewis",0.291076685098845,"control",144934.867380418,22590,"auxin_root_05h_lewis","control","root","05h","lewis","Control","control","auxin_root_05h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_05h_lewis",0.268234387345664,"treat",144795.955426744,22590,"auxin_root_05h_lewis","treat","root","05h","lewis","Auxin","treat","auxin_root_05h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_05h_lewis",0.274891791456793,"treat",144813.037062305,22590,"auxin_root_05h_lewis","treat","root","05h","lewis","Auxin","treat","auxin_root_05h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_05h_lewis",0.279696078551404,"treat",144760.950269369,22590,"auxin_root_05h_lewis","treat","root","05h","lewis","Auxin","treat","auxin_root_05h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_12h_lewis",0.289141172744733,"control",144937.107269202,22590,"auxin_root_12h_lewis","control","root","12h","lewis","Control","control","auxin_root_12h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_12h_lewis",0.282851841225871,"control",144747.181135968,22590,"auxin_root_12h_lewis","control","root","12h","lewis","Control","control","auxin_root_12h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_root_12h_lewis",0.304428064269215,"control",144896.880393328,22590,"auxin_root_12h_lewis","control","root","12h","lewis","Control","control","auxin_root_12h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_12h_lewis",0.280181026868555,"treat",144898.768413632,22590,"auxin_root_12h_lewis","treat","root","12h","lewis","Auxin","treat","auxin_root_12h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_12h_lewis",0.287160668775507,"treat",144856.381492436,22590,"auxin_root_12h_lewis","treat","root","12h","lewis","Auxin","treat","auxin_root_12h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_12h_lewis",0.266013144375872,"treat",144831.695854087,22590,"auxin_root_12h_lewis","treat","root","12h","lewis","Auxin","treat","auxin_root_12h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_1h_lewis",0.286022188576516,"control",144865.138523716,22590,"auxin_root_1h_lewis","control","root","1h","lewis","Control","control","auxin_root_1h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_1h_lewis",0.288279768363046,"control",144866.692878786,22590,"auxin_root_1h_lewis","control","root","1h","lewis","Control","control","auxin_root_1h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_root_1h_lewis",0.298203634768737,"control",144866.668191885,22590,"auxin_root_1h_lewis","control","root","1h","lewis","Control","control","auxin_root_1h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_1h_lewis",0.283365752401554,"treat",144901.609678118,22590,"auxin_root_1h_lewis","treat","root","1h","lewis","Auxin","treat","auxin_root_1h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_1h_lewis",0.28950175767987,"treat",144897.780935278,22590,"auxin_root_1h_lewis","treat","root","1h","lewis","Auxin","treat","auxin_root_1h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_1h_lewis",0.261424012550945,"treat",144836.604840951,22590,"auxin_root_1h_lewis","treat","root","1h","lewis","Auxin","treat","auxin_root_1h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_24h_lewis",0.303193683024764,"control",144932.489080945,22590,"auxin_root_24h_lewis","control","root","24h","lewis","Control","control","auxin_root_24h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_24h_lewis",0.298942598239033,"control",144808.73497657,22590,"auxin_root_24h_lewis","control","root","24h","lewis","Control","control","auxin_root_24h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_root_24h_lewis",0.293786632479843,"control",144921.340258979,22590,"auxin_root_24h_lewis","control","root","24h","lewis","Control","control","auxin_root_24h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_24h_lewis",0.279756138588551,"treat",144917.793032522,22590,"auxin_root_24h_lewis","treat","root","24h","lewis","Auxin","treat","auxin_root_24h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_24h_lewis",0.27208668133087,"treat",144802.538469348,22590,"auxin_root_24h_lewis","treat","root","24h","lewis","Auxin","treat","auxin_root_24h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_24h_lewis",0.272266016069798,"treat",144875.202963885,22590,"auxin_root_24h_lewis","treat","root","24h","lewis","Auxin","treat","auxin_root_24h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_2h_lewis",0.30253933331461,"control",144905.159803495,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_2h_lewis",0.290647298144897,"control",144845.655514571,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_root_2h_lewis",0.293863619297671,"control",144718.580595369,22590,"auxin_root_2h_lewis","control","root","2h","lewis","Control","control","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_2h_lewis",0.261882233366491,"treat",144940.700015881,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_2h_lewis",0.270572044363003,"treat",144960.52331451,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_2h_lewis",0.279859790143719,"treat",144883.688098146,22590,"auxin_root_2h_lewis","treat","root","2h","lewis","Auxin","treat","auxin_root_2h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_4h_lewis",0.291226355530435,"control",144848.651448325,22590,"auxin_root_4h_lewis","control","root","4h","lewis","Control","control","auxin_root_4h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_4h_lewis",0.306943125840218,"control",144826.343414401,22590,"auxin_root_4h_lewis","control","root","4h","lewis","Control","control","auxin_root_4h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_root_4h_lewis",0.288402866351378,"control",144812.395935967,22590,"auxin_root_4h_lewis","control","root","4h","lewis","Control","control","auxin_root_4h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_4h_lewis",0.275727940027413,"treat",144886.920727317,22590,"auxin_root_4h_lewis","treat","root","4h","lewis","Auxin","treat","auxin_root_4h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_4h_lewis",0.27135348013505,"treat",144894.144383529,22590,"auxin_root_4h_lewis","treat","root","4h","lewis","Auxin","treat","auxin_root_4h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_4h_lewis",0.266152253190257,"treat",144862.849666918,22590,"auxin_root_4h_lewis","treat","root","4h","lewis","Auxin","treat","auxin_root_4h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_8h_lewis",0.300618119051841,"control",144812.499230489,22590,"auxin_root_8h_lewis","control","root","8h","lewis","Control","control","auxin_root_8h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_8h_lewis",0.296699645434054,"control",144823.513422043,22590,"auxin_root_8h_lewis","control","root","8h","lewis","Control","control","auxin_root_8h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_root_8h_lewis",0.300942603985238,"control",144744.097409198,22590,"auxin_root_8h_lewis","control","root","8h","lewis","Control","control","auxin_root_8h_lewis",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_8h_lewis",0.271166333501151,"treat",144950.172806519,22590,"auxin_root_8h_lewis","treat","root","8h","lewis","Auxin","treat","auxin_root_8h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_8h_lewis",0.269733408700038,"treat",144916.250531644,22590,"auxin_root_8h_lewis","treat","root","8h","lewis","Auxin","treat","auxin_root_8h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_root_8h_lewis",0.266104660376575,"treat",144868.756145071,22590,"auxin_root_8h_lewis","treat","root","8h","lewis","Auxin","treat","auxin_root_8h_lewis",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_seedling_2h_okushima",0.279788422776898,"control",144850.414454846,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_2_auxin_seedling_2h_okushima",0.288374896592066,"control",144852.755342067,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","control_3_auxin_seedling_2h_okushima",0.279607412794355,"control",145027.418420535,22590,"auxin_seedling_2h_okushima","control","seedling","2h","okushima","Control","control","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",0
"PIN5","treat_1_auxin_seedling_2h_okushima",0.287088685694622,"treat",144752.38393162,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_2_auxin_seedling_2h_okushima",0.287357025279037,"treat",144785.81138481,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","treat_3_auxin_seedling_2h_okushima",0.272364004393744,"treat",144786.604613882,22590,"auxin_seedling_2h_okushima","treat","seedling","2h","okushima","Auxin","treat","auxin_seedling_2h_okushima",5,"IAA","Auxin (IAA 5uM)",5
"PIN5","control_1_auxin_leaves_72h_romero-puertas",0.291216236378741,"control",144834.927944919,22590,"auxin_leaves_72h_romero-puertas","control","leaves","72h","romero-puertas","Control","control","auxin_leaves_72h_romero-puertas",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_2_auxin_leaves_72h_romero-puertas",0.283032612367602,"control",144820.13560876,22590,"auxin_leaves_72h_romero-puertas","control","leaves","72h","romero-puertas","Control","control","auxin_leaves_72h_romero-puertas",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","control_3_auxin_leaves_72h_romero-puertas",0.270874505969016,"control",144795.749595683,22590,"auxin_leaves_72h_romero-puertas","control","leaves","72h","romero-puertas","Control","control","auxin_leaves_72h_romero-puertas",10,"NAA","Auxin (NAA 10uM)",0
"PIN5","treat_1_auxin_leaves_72h_romero-puertas",0.290170311154818,"treat",144904.813770844,22590,"auxin_leaves_72h_romero-puertas","treat","leaves","72h","romero-puertas","Auxin","treat","auxin_leaves_72h_romero-puertas",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_2_auxin_leaves_72h_romero-puertas",0.277559764153376,"treat",144867.605003919,22590,"auxin_leaves_72h_romero-puertas","treat","leaves","72h","romero-puertas","Auxin","treat","auxin_leaves_72h_romero-puertas",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","treat_3_auxin_leaves_72h_romero-puertas",0.285197350073236,"treat",144895.691298338,22590,"auxin_leaves_72h_romero-puertas","treat","leaves","72h","romero-puertas","Auxin","treat","auxin_leaves_72h_romero-puertas",10,"NAA","Auxin (NAA 10uM)",10
"PIN5","control_1_auxin_seedling_3h_shimada",0.296573164991859,"control",144936.148632461,22590,"auxin_seedling_3h_shimada","control","seedling","3h","shimada","Control","control","auxin_seedling_3h_shimada",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_seedling_3h_shimada",0.28087277976619,"control",144826.947354206,22590,"auxin_seedling_3h_shimada","control","seedling","3h","shimada","Control","control","auxin_seedling_3h_shimada",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_3_auxin_seedling_3h_shimada",0.290753962860037,"control",144820.075522564,22590,"auxin_seedling_3h_shimada","control","seedling","3h","shimada","Control","control","auxin_seedling_3h_shimada",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_seedling_3h_shimada",0.268799602928049,"treat",144885.553254898,22590,"auxin_seedling_3h_shimada","treat","seedling","3h","shimada","Auxin","treat","auxin_seedling_3h_shimada",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_seedling_3h_shimada",0.269179949385284,"treat",144878.829063559,22590,"auxin_seedling_3h_shimada","treat","seedling","3h","shimada","Auxin","treat","auxin_seedling_3h_shimada",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_3_auxin_seedling_3h_shimada",0.294325455996343,"treat",144781.035680359,22590,"auxin_seedling_3h_shimada","treat","seedling","3h","shimada","Auxin","treat","auxin_seedling_3h_shimada",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_4h_stepanova",0.287756476851672,"control",144745.431466715,22590,"auxin_root_4h_stepanova","control","root","4h","stepanova","Control","control","auxin_root_4h_stepanova",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","control_2_auxin_root_4h_stepanova",0.273169312322838,"control",144900.51460241,22590,"auxin_root_4h_stepanova","control","root","4h","stepanova","Control","control","auxin_root_4h_stepanova",1,"IAA","Auxin (IAA 1uM)",0
"PIN5","treat_1_auxin_root_4h_stepanova",0.27212099851945,"treat",144826.342266078,22590,"auxin_root_4h_stepanova","treat","root","4h","stepanova","Auxin","treat","auxin_root_4h_stepanova",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","treat_2_auxin_root_4h_stepanova",0.294418107384628,"treat",144796.225628749,22590,"auxin_root_4h_stepanova","treat","root","4h","stepanova","Auxin","treat","auxin_root_4h_stepanova",1,"IAA","Auxin (IAA 1uM)",1
"PIN5","control_1_auxin_root_2h_vanneste",0.269964702190909,"control",144966.939261077,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN5","control_2_auxin_root_2h_vanneste",0.305535684985736,"control",144922.474082519,22590,"auxin_root_2h_vanneste","control","root","2h","vanneste","Control","control","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN5","treat_1_auxin_root_2h_vanneste",0.268617050853035,"treat",144706.519274053,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN5","treat_2_auxin_root_2h_vanneste",0.286540187424855,"treat",144721.611518547,22590,"auxin_root_2h_vanneste","treat","root","2h","vanneste","Auxin","treat","auxin_root_2h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN5","control_1_auxin_root_6h_vanneste",0.270629816163986,"control",145026.156491784,22590,"auxin_root_6h_vanneste","control","root","6h","vanneste","Control","control","auxin_root_6h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN5","control_2_auxin_root_6h_vanneste",0.29625471585692,"control",145031.752703641,22590,"auxin_root_6h_vanneste","control","root","6h","vanneste","Control","control","auxin_root_6h_vanneste",10,"IAA","Auxin (IAA 10uM)",0
"PIN5","treat_1_auxin_root_6h_vanneste",0.273511204434318,"treat",144524.822905649,22590,"auxin_root_6h_vanneste","treat","root","6h","vanneste","Auxin","treat","auxin_root_6h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN5","treat_2_auxin_root_6h_vanneste",0.290156695794952,"treat",144628.818837339,22590,"auxin_root_6h_vanneste","treat","root","6h","vanneste","Auxin","treat","auxin_root_6h_vanneste",10,"IAA","Auxin (IAA 10uM)",10
"PIN5","control_1_auxin_root-apex_6h_xuan",0.302975761882283,"control",144924.81239729,22590,"auxin_root-apex_6h_xuan","control","root-apex","6h","xuan","Control","control","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",0
"PIN5","control_2_auxin_root-apex_6h_xuan",0.274322213178644,"control",144926.036288684,22590,"auxin_root-apex_6h_xuan","control","root-apex","6h","xuan","Control","control","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",0
"PIN5","control_3_auxin_root-apex_6h_xuan",0.292834505042156,"control",144906.327627783,22590,"auxin_root-apex_6h_xuan","control","root-apex","6h","xuan","Control","control","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",0
"PIN5","treat_1_auxin_root-apex_6h_xuan",0.271725494356191,"treat",144725.564784712,22590,"auxin_root-apex_6h_xuan","treat","root-apex","6h","xuan","Auxin","treat","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",10
"PIN5","treat_2_auxin_root-apex_6h_xuan",0.269895825442386,"treat",144714.319614003,22590,"auxin_root-apex_6h_xuan","treat","root-apex","6h","xuan","Auxin","treat","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",10
"PIN5","treat_3_auxin_root-apex_6h_xuan",0.282680648874725,"treat",144602.097876745,22590,"auxin_root-apex_6h_xuan","treat","root-apex","6h","xuan","Auxin","treat","auxin_root-apex_6h_xuan",10,"IBA","Auxin (IBA 10uM)",10
