"tissue","subtype","sensor","value","cells","species","tissue_total","panel_max","relative_value"
"Endodermis","e1","PAT",0.200772559865266,500,"Arabidopsis
(Shahan)",2.87823405970491,12.2788891355905,0.016351036127798
"Endodermis","e2","PAT",0.228799839727783,461,"Arabidopsis
(Shahan)",2.87823405970491,12.2788891355905,0.0186335943912552
"Endodermis","d","PAT",0.107895648132564,500,"Arabidopsis
(Shahan)",2.87823405970491,12.2788891355905,0.0087870854554609
"PPP","m1","PAT",1.51410086070313,44,"Arabidopsis
(Shahan)",5.36087724808426,12.2788891355905,0.123309270405781
"PPP","m2","PAT",1.29475717783869,171,"Arabidopsis
(Shahan)",5.36087724808426,12.2788891355905,0.105445791027287
"PPP","t","PAT",1.01591314737013,414,"Arabidopsis
(Shahan)",5.36087724808426,12.2788891355905,0.0827365681171838
"PPP","e1","PAT",0.476213112919163,500,"Arabidopsis
(Shahan)",5.36087724808426,12.2788891355905,0.0387830778224762
"PPP","e2","PAT",0.326418215763412,196,"Arabidopsis
(Shahan)",5.36087724808426,12.2788891355905,0.0265836927232518
"PPP","d","PAT",0.733474733489735,500,"Arabidopsis
(Shahan)",5.36087724808426,12.2788891355905,0.0597346164942357
"XPP","m1","PAT",1.58804544799415,75,"Arabidopsis
(Shahan)",4.9841501500982,12.2788891355905,0.129331361368121
"XPP","m2","PAT",0.952433200833896,314,"Arabidopsis
(Shahan)",4.9841501500982,12.2788891355905,0.0775667236927206
"XPP","t","PAT",0.538218047888235,500,"Arabidopsis
(Shahan)",4.9841501500982,12.2788891355905,0.0438327964317395
"XPP","e1","PAT",0.505033341727524,500,"Arabidopsis
(Shahan)",4.9841501500982,12.2788891355905,0.0411302143174891
"XPP","e2","PAT",0.500535961267427,500,"Arabidopsis
(Shahan)",4.9841501500982,12.2788891355905,0.0407639449904811
"XPP","d","PAT",0.899884150386969,500,"Arabidopsis
(Shahan)",4.9841501500982,12.2788891355905,0.0732870979165897
"PSE","m1","PAT",1.53782420710746,23,"Arabidopsis
(Shahan)",3.60653269266188,12.2788891355905,0.125241313780581
"PSE","m2","PAT",0.438442100459615,38,"Arabidopsis
(Shahan)",3.60653269266188,12.2788891355905,0.035706984208269
"PSE","t","PAT",0.295077007638782,169,"Arabidopsis
(Shahan)",3.60653269266188,12.2788891355905,0.0240312461803648
"PSE","e1","PAT",0.63410675833222,14,"Arabidopsis
(Shahan)",3.60653269266188,12.2788891355905,0.0516420297740335
"PSE","e2","PAT",0.701082619123805,52,"Arabidopsis
(Shahan)",3.60653269266188,12.2788891355905,0.0570965835249469
"PCC","m1","PAT",1.48900304865782,97,"Arabidopsis
(Shahan)",5.15774840760301,12.2788891355905,0.121265289735529
"PCC","m2","PAT",1.05452789040467,90,"Arabidopsis
(Shahan)",5.15774840760301,12.2788891355905,0.0858813756488859
"PCC","t","PAT",0.781012921988689,250,"Arabidopsis
(Shahan)",5.15774840760301,12.2788891355905,0.0636061547070179
"PCC","e1","PAT",0.319953835128415,500,"Arabidopsis
(Shahan)",5.15774840760301,12.2788891355905,0.0260572297375848
"PCC","e2","PAT",0.402459633021137,500,"Arabidopsis
(Shahan)",5.15774840760301,12.2788891355905,0.032776550759352
"PCC","d","PAT",1.11079107840227,384,"Arabidopsis
(Shahan)",5.15774840760301,12.2788891355905,0.090463482985821
"Protoxylem","m1","PAT",1.50379978709912,11,"Arabidopsis
(Shahan)",5.78599239576164,12.2788891355905,0.12247034487349
"Protoxylem","m2","PAT",1.11884044689361,71,"Arabidopsis
(Shahan)",5.78599239576164,12.2788891355905,0.0911190283207822
"Protoxylem","t","PAT",1.25673372971637,410,"Arabidopsis
(Shahan)",5.78599239576164,12.2788891355905,0.102349138903267
"Protoxylem","e1","PAT",1.02703720524989,289,"Arabidopsis
(Shahan)",5.78599239576164,12.2788891355905,0.0836425179760779
"Protoxylem","e2","PAT",0.618490648065398,254,"Arabidopsis
(Shahan)",5.78599239576164,12.2788891355905,0.0503702445095539
"Protoxylem","d","PAT",0.261090578737251,500,"Arabidopsis
(Shahan)",5.78599239576164,12.2788891355905,0.0212633712915021
"Metaxylem","m1","PAT",2.54409682335339,10,"Arabidopsis
(Shahan)",12.2788891355905,12.2788891355905,0.207192751336055
"Metaxylem","m2","PAT",2.30041944563607,45,"Arabidopsis
(Shahan)",12.2788891355905,12.2788891355905,0.187347521443799
"Metaxylem","t","PAT",2.04987758035844,346,"Arabidopsis
(Shahan)",12.2788891355905,12.2788891355905,0.166943243621025
"Metaxylem","e1","PAT",1.95529227232038,96,"Arabidopsis
(Shahan)",12.2788891355905,12.2788891355905,0.159240160142251
"Metaxylem","e2","PAT",1.72038037352463,53,"Arabidopsis
(Shahan)",12.2788891355905,12.2788891355905,0.140108796042314
"Metaxylem","d","PAT",1.70882264039758,348,"Arabidopsis
(Shahan)",12.2788891355905,12.2788891355905,0.139167527414556
"Procambium","m1","PAT",2.09921645927846,30,"Arabidopsis
(Shahan)",10.3884660956071,12.2788891355905,0.170961431127663
"Procambium","m2","PAT",1.95916887566359,52,"Arabidopsis
(Shahan)",10.3884660956071,12.2788891355905,0.159555873013375
"Procambium","t","PAT",2.02145189841944,500,"Arabidopsis
(Shahan)",10.3884660956071,12.2788891355905,0.164628239256615
"Procambium","e1","PAT",1.50142324281423,500,"Arabidopsis
(Shahan)",10.3884660956071,12.2788891355905,0.122276797700074
"Procambium","e2","PAT",0.948520859988902,500,"Arabidopsis
(Shahan)",10.3884660956071,12.2788891355905,0.0772481003382957
"Procambium","d","PAT",1.85868475944246,500,"Arabidopsis
(Shahan)",10.3884660956071,12.2788891355905,0.151372387104224
"Root cap","LRC","PAT",0.833126588729554,500,"Arabidopsis
(Shahan)",10.3027646507077,12.2788891355905,0.0678503225763908
"Root cap","Young LRC","PAT",1.07083050157066,226,"Arabidopsis
(Shahan)",10.3027646507077,12.2788891355905,0.0872090699529852
"Root cap","Dying LRC","PAT",0.378350540048294,500,"Arabidopsis
(Shahan)",10.3027646507077,12.2788891355905,0.0308130919556592
"Root cap","Columella","PAT",2.28342105228483,61,"Arabidopsis
(Shahan)",10.3027646507077,12.2788891355905,0.185963162226647
"Root cap","CSCD","PAT",2.64128257205351,26,"Arabidopsis
(Shahan)",10.3027646507077,12.2788891355905,0.215107616241743
"Root cap","C1","PAT",2.32281627784895,13,"Arabidopsis
(Shahan)",10.3027646507077,12.2788891355905,0.189171532717584
"Root cap","Stressed RCC","PAT",0.7729371181719,68,"Arabidopsis
(Shahan)",10.3027646507077,12.2788891355905,0.0629484564635032
"Lateral root primordium","LRP","PAT",1.25890877523262,500,"Arabidopsis
(Shahan)",1.25890877523262,12.2788891355905,0.102526275897684
"Stem cell niche","Stem cell niche","PAT",1.86766998109649,83,"Arabidopsis
(Shahan)",1.86766998109649,12.2788891355905,0.152104148874757
"Atrichoblast","m1","ARF",0.164357527198159,129,"Rice
(Wang)",0.621623233009966,0.621623233009966,0.264400554017781
"Atrichoblast","m2","ARF",0.140162409211564,549,"Rice
(Wang)",0.621623233009966,0.621623233009966,0.225478073805064
"Atrichoblast","t","ARF",0.176444336828826,63,"Rice
(Wang)",0.621623233009966,0.621623233009966,0.283844501716037
"Atrichoblast","d","ARF",0.140658959771418,47,"Rice
(Wang)",0.621623233009966,0.621623233009966,0.226276870461118
"Trichoblast","t","ARF",0.108204165754912,5456,"Rice
(Wang)",0.225793743755451,0.621623233009966,0.174067119774427
"Trichoblast","e1","ARF",0.117589578000538,353,"Rice
(Wang)",0.225793743755451,0.621623233009966,0.189165352509682
"Cortex","m1","ARF",0.139621542446634,1245,"Rice
(Wang)",0.398254305090094,0.621623233009966,0.224607986047387
"Cortex","m2","ARF",0.130852879381764,2776,"Rice
(Wang)",0.398254305090094,0.621623233009966,0.210501912465788
"Cortex","t","ARF",0.127779883261696,1397,"Rice
(Wang)",0.398254305090094,0.621623233009966,0.205558409783
"Endodermis","m1","ARF",0.235288470666966,303,"Rice
(Wang)",0.42373631777307,0.621623233009966,0.378506558591245
"Endodermis","t","ARF",0.188447847106103,599,"Rice
(Wang)",0.42373631777307,0.621623233009966,0.303154446454034
"XPP","m1","ARF",0.177757101186242,159,"Rice
(Wang)",0.471657986657233,0.621623233009966,0.285956334555778
"XPP","m2","ARF",0.165929221351015,374,"Rice
(Wang)",0.471657986657233,0.621623233009966,0.2669289250139
"XPP","t","ARF",0.127971664119975,24,"Rice
(Wang)",0.471657986657233,0.621623233009966,0.205866926016138
"Protoxylem","t","ARF",0.180585991947145,50,"Rice
(Wang)",0.339828610847412,0.621623233009966,0.290507147026548
"Protoxylem","d","ARF",0.159242618900268,81,"Rice
(Wang)",0.339828610847412,0.621623233009966,0.256172244607393
"Metaxylem","d","ARF",0.241678563704888,24,"Rice
(Wang)",0.241678563704888,0.621623233009966,0.388786246830986
"Procambium","d","ARF",0.34650086442614,12,"Rice
(Wang)",0.34650086442614,0.621623233009966,0.557412989132253
"Root cap","LRC","ARF",0.120505018854531,517,"Rice
(Wang)",0.247625979722181,0.621623233009966,0.193855397377979
"Root cap","Young LRC","ARF",0.12712096086765,248,"Rice
(Wang)",0.247625979722181,0.621623233009966,0.204498406940352
"Lateral root primordium","LRP","ARF",0.125419145061795,2539,"Rice
(Wang)",0.125419145061795,0.621623233009966,0.201760710349421
"Stem cell niche","Stem cell niche","ARF",0.162007100855575,238,"Rice
(Wang)",0.162007100855575,0.621623233009966,0.260619443181233
"Atrichoblast","m1","Synthesis",0.0135196834686318,129,"Rice
(Wang)",0.118226766552956,0.16934881497542,0.0798333514798677
"Atrichoblast","m2","Synthesis",0.0199329276914243,549,"Rice
(Wang)",0.118226766552956,0.16934881497542,0.117703378640809
"Atrichoblast","t","Synthesis",0.0465522062747671,63,"Rice
(Wang)",0.118226766552956,0.16934881497542,0.274889471659567
"Atrichoblast","d","Synthesis",0.0382219491181332,47,"Rice
(Wang)",0.118226766552956,0.16934881497542,0.225699536921359
"Trichoblast","t","Synthesis",0.0284720344225888,5456,"Rice
(Wang)",0.0562389521607553,0.16934881497542,0.168126564255683
"Trichoblast","e1","Synthesis",0.0277669177381665,353,"Rice
(Wang)",0.0562389521607553,0.16934881497542,0.163962870021834
"Cortex","m1","Synthesis",0.0235537426690642,1245,"Rice
(Wang)",0.0830212463549239,0.16934881497542,0.139084189472969
"Cortex","m2","Synthesis",0.0273990604819976,2776,"Rice
(Wang)",0.0830212463549239,0.16934881497542,0.161790683247322
"Cortex","t","Synthesis",0.0320684432038621,1397,"Rice
(Wang)",0.0830212463549239,0.16934881497542,0.189363257183208
"Endodermis","m1","Synthesis",0.0542188211387887,303,"Rice
(Wang)",0.101421890177458,0.16934881497542,0.32016061728367
"Endodermis","t","Synthesis",0.0472030690386693,599,"Rice
(Wang)",0.101421890177458,0.16934881497542,0.278732798015271
"XPP","m1","Synthesis",0.059081432537397,159,"Rice
(Wang)",0.16934881497542,0.16934881497542,0.34887420113316
"XPP","m2","Synthesis",0.0656936978339061,374,"Rice
(Wang)",0.16934881497542,0.16934881497542,0.387919442149277
"XPP","t","Synthesis",0.0445736846041172,24,"Rice
(Wang)",0.16934881497542,0.16934881497542,0.263206356717564
"Protoxylem","t","Synthesis",0.0653242181890703,50,"Rice
(Wang)",0.118797887659807,0.16934881497542,0.385737675215216
"Protoxylem","d","Synthesis",0.0534736694707366,81,"Rice
(Wang)",0.118797887659807,0.16934881497542,0.315760517594988
"Metaxylem","d","Synthesis",0.151312773244595,24,"Rice
(Wang)",0.151312773244595,0.16934881497542,0.893497679724284
"Procambium","d","Synthesis",0.0714355906633608,12,"Rice
(Wang)",0.0714355906633608,0.16934881497542,0.421825158172669
"Root cap","LRC","Synthesis",0.0185702673136802,517,"Rice
(Wang)",0.037634379845721,0.16934881497542,0.109656907350521
"Root cap","Young LRC","Synthesis",0.0190641125320408,248,"Rice
(Wang)",0.037634379845721,0.16934881497542,0.112573049506179
"Lateral root primordium","LRP","Synthesis",0.0293028165234606,2539,"Rice
(Wang)",0.0293028165234606,0.16934881497542,0.173032309247122
"Stem cell niche","Stem cell niche","Synthesis",0.019061162258247,238,"Rice
(Wang)",0.019061162258247,0.16934881497542,0.112555628222221
"Atrichoblast","m1","Conjugation",0.0526815947754278,129,"Rice
(Wang)",0.208302880905434,0.208302880905434,0.252908622993766
"Atrichoblast","m2","Conjugation",0.0514781469033329,549,"Rice
(Wang)",0.208302880905434,0.208302880905434,0.247131228716434
"Atrichoblast","t","Conjugation",0.0592438733243072,63,"Rice
(Wang)",0.208302880905434,0.208302880905434,0.28441216495322
"Atrichoblast","d","Conjugation",0.0448992659023661,47,"Rice
(Wang)",0.208302880905434,0.208302880905434,0.21554798333658
"Trichoblast","t","Conjugation",0.0419627166510102,5456,"Rice
(Wang)",0.0777816363452815,0.208302880905434,0.20145048627561
"Trichoblast","e1","Conjugation",0.0358189196942713,353,"Rice
(Wang)",0.0777816363452815,0.208302880905434,0.171955949618059
"Cortex","m1","Conjugation",0.0428086490298416,1245,"Rice
(Wang)",0.119606269588289,0.208302880905434,0.205511555307178
"Cortex","m2","Conjugation",0.0428403963895479,2776,"Rice
(Wang)",0.119606269588289,0.208302880905434,0.205663964911732
"Cortex","t","Conjugation",0.0339572241688994,1397,"Rice
(Wang)",0.119606269588289,0.208302880905434,0.163018504695167
"Endodermis","m1","Conjugation",0.0592774989771475,303,"Rice
(Wang)",0.102530871303973,0.208302880905434,0.284573591682866
"Endodermis","t","Conjugation",0.0432533723268258,599,"Rice
(Wang)",0.102530871303973,0.208302880905434,0.20764653920683
"XPP","m1","Conjugation",0.0684041945404428,159,"Rice
(Wang)",0.174950664491053,0.208302880905434,0.328388134830921
"XPP","m2","Conjugation",0.0623015545539652,374,"Rice
(Wang)",0.174950664491053,0.208302880905434,0.29909118051156
"XPP","t","Conjugation",0.0442449153966451,24,"Rice
(Wang)",0.174950664491053,0.208302880905434,0.212406641734022
"Protoxylem","t","Conjugation",0.109059424138915,50,"Rice
(Wang)",0.15232346591379,0.208302880905434,0.523561765756019
"Protoxylem","d","Conjugation",0.0432640417748752,81,"Rice
(Wang)",0.15232346591379,0.208302880905434,0.207697760044501
"Metaxylem","d","Conjugation",0.123730526964415,24,"Rice
(Wang)",0.123730526964415,0.208302880905434,0.593993354420223
"Procambium","d","Conjugation",0.0845921069428649,12,"Rice
(Wang)",0.0845921069428649,0.208302880905434,0.406101473849842
"Root cap","LRC","Conjugation",0.0348342852363974,517,"Rice
(Wang)",0.0754118444027049,0.208302880905434,0.167229013276161
"Root cap","Young LRC","Conjugation",0.0405775591663074,248,"Rice
(Wang)",0.0754118444027049,0.208302880905434,0.194800758347308
"Lateral root primordium","LRP","Conjugation",0.0369551579263264,2539,"Rice
(Wang)",0.0369551579263264,0.208302880905434,0.177410690460414
"Stem cell niche","Stem cell niche","Conjugation",0.0417589243309594,238,"Rice
(Wang)",0.0417589243309594,0.208302880905434,0.200472140132893
"Atrichoblast","m1","PAT",0.16540949862418,129,"Rice
(Wang)",0.52343608784473,0.52343608784473,0.316007058866079
"Atrichoblast","m2","PAT",0.101364808102581,549,"Rice
(Wang)",0.52343608784473,0.52343608784473,0.193652693149138
"Atrichoblast","t","PAT",0.125329629997749,63,"Rice
(Wang)",0.52343608784473,0.52343608784473,0.239436357003583
"Atrichoblast","d","PAT",0.13133215112022,47,"Rice
(Wang)",0.52343608784473,0.52343608784473,0.2509038909812
"Trichoblast","t","PAT",0.0697855898954396,5456,"Rice
(Wang)",0.179646234402366,0.52343608784473,0.133322083662181
"Trichoblast","e1","PAT",0.109860644506926,353,"Rice
(Wang)",0.179646234402366,0.52343608784473,0.209883588575793
"Cortex","m1","PAT",0.0877394735924151,1245,"Rice
(Wang)",0.256990267114681,0.52343608784473,0.167622133112155
"Cortex","m2","PAT",0.0858467040106087,2776,"Rice
(Wang)",0.256990267114681,0.52343608784473,0.164006085946588
"Cortex","t","PAT",0.0834040895116567,1397,"Rice
(Wang)",0.256990267114681,0.52343608784473,0.159339585956093
"Endodermis","m1","PAT",0.163233588498023,303,"Rice
(Wang)",0.279273437564109,0.52343608784473,0.311850085022116
"Endodermis","t","PAT",0.116039849066087,599,"Rice
(Wang)",0.279273437564109,0.52343608784473,0.221688667940121
"XPP","m1","PAT",0.164374815402535,159,"Rice
(Wang)",0.458214873009669,0.52343608784473,0.314030345288868
"XPP","m2","PAT",0.17545513468264,374,"Rice
(Wang)",0.458214873009669,0.52343608784473,0.33519877356008
"XPP","t","PAT",0.118384922924494,24,"Rice
(Wang)",0.458214873009669,0.52343608784473,0.226168821129527
"Protoxylem","t","PAT",0.259181816797056,50,"Rice
(Wang)",0.35465672858981,0.52343608784473,0.495154657494572
"Protoxylem","d","PAT",0.0954749117927542,81,"Rice
(Wang)",0.35465672858981,0.52343608784473,0.182400323573172
"Metaxylem","d","PAT",0.268091982662147,24,"Rice
(Wang)",0.268091982662147,0.52343608784473,0.512177109847407
"Procambium","d","PAT",0.156545436350311,12,"Rice
(Wang)",0.156545436350311,0.52343608784473,0.299072685253501
"Root cap","LRC","PAT",0.209966418478928,517,"Rice
(Wang)",0.439053818552479,0.52343608784473,0.401130956299696
"Root cap","Young LRC","PAT",0.229087400073551,248,"Rice
(Wang)",0.439053818552479,0.52343608784473,0.437660691330679
"Lateral root primordium","LRP","PAT",0.091034756576049,2539,"Rice
(Wang)",0.091034756576049,0.52343608784473,0.173917616095001
"Stem cell niche","Stem cell niche","PAT",0.103144959934926,238,"Rice
(Wang)",0.103144959934926,0.52343608784473,0.197053589406931
