"iSensor","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","tissue","neglog10_padj"
"ATH-aux-trans-Transport",0.177071547861923,-0.101398858168031,0.982,0.991,0.192881507492452,"Young_Trichoblast_1",0.714709408327954
"ATH-aux-cis-DR5-ARF2",0.29447726363554,0.00776032660997084,1,1,0.315142334767859,"Young_Trichoblast_1",0.501493251789219
"ATH-aux-reg-IR8-TGTCNN-down",0.438069592468651,0.0219954197810796,0.947,0.923,0.460728364492891,"Young_Trichoblast_1",0.336555049819071
"ATH-aux-trans-Receptors",0.73919628716665,-0.0444845168523663,0.973,0.97,0.764253788426536,"Young_Trichoblast_1",0.116762399787138
"ATH-aux-cis-DR5-TGTCGG",0.760815998310201,-0.00882977762727877,0.99,0.981,0.773496264948704,"Young_Trichoblast_1",0.111541779076551
"ATH-aux-cis-DR5-ARF6",0.998676108037248,-0.00286312281436096,1,1,0.998676108037248,"Young_Trichoblast_1",0.000575339902083677
"ATH-aux-reg-DR5-ARF2-down",2.05680977383843e-168,-1.02686234745602,1,1,1.25465396204144e-166,"Young_epidermis_Histone",165.901476037608
"ATH-aux-reg-DR5-ARF5-1-down",2.25797519402922e-143,-0.800475972461823,1,1,6.88682434178912e-142,"Young_epidermis_Histone",141.161980994169
"ATH-aux-reg-DR5-ARF3-up",7.81018426257281e-134,1.04740568207025,1,1,1.58807080005647e-132,"Young_epidermis_Histone",131.799130139574
"ATH-aux-reg-DR5-ARF6-down",3.23151326734053e-130,-0.808032946459404,1,1,4.92805773269431e-129,"Young_epidermis_Histone",128.30732421301
"ATH-aux-reg-DR5-TGTCNN-down",8.19626619689813e-130,-1.08063982281207,0.999,1,9.99944476021571e-129,"Young_epidermis_Histone",128.000024114427
"ATH-aux-cis-DR5-TGTCNN",1.83736637839185e-120,-0.341012594485979,1,1,1.86798915136505e-119,"Young_epidermis_Histone",118.728625650331
"ATH-aux-reg-DR5-ARF8-down",7.66003614157256e-105,-0.68815855857938,0.997,1,6.6751743519418e-104,"Young_epidermis_Histone",103.175537386278
"ATH-aux-reg-IR8-ARF5-1-up",1.5924607611666e-85,0.487333516987002,1,1,1.21425133038953e-84,"Young_epidermis_Histone",83.9156914120217
"ATH-aux-cis-IR8-ARF5-2",1.87349796630258e-75,-0.269296055166166,1,1,1.26981528827175e-74,"Young_epidermis_Histone",73.8962594484287
"ATH-aux-trans-ARF",7.90838198307177e-73,1.21376987933805,0.966,0.928,4.82411300967378e-72,"Young_epidermis_Histone",71.316582526966
"ATH-aux-cis-IR8-ARF5-1",2.58396239378284e-72,-0.205642255427653,1,1,1.43292460018867e-71,"Young_epidermis_Histone",70.8437766613706
"ATH-aux-reg-DR5-ARF5-1-up",3.45399336973878e-71,0.360274916259223,1,1,1.75577996295055e-70,"Young_epidermis_Histone",69.7555299114732
"ATH-aux-reg-DR5-ARF3-down",2.63690146561752e-68,-0.769227427081151,0.999,1,1.23731530309745e-67,"Young_epidermis_Histone",66.907519615693
"ATH-aux-reg-DR5-ARF1-down",3.01868094925474e-66,-0.780144462459505,0.982,1,1.31528241360385e-65,"Young_epidermis_Histone",64.880980986717
"ATH-aux-cis-DR5-ARF2",3.3840945679754e-65,-0.195853903009311,1,1,1.37619845764333e-64,"Young_epidermis_Histone",63.8613189332193
"ATH-aux-cis-IR8-ARF3",4.15581798399946e-63,-0.258003301992567,1,1,1.58440560639979e-62,"Young_epidermis_Histone",61.8001336295193
"ATH-aux-cis-IR8-TGTCNN",1.08548423219653e-61,-0.230460871818653,1,1,3.89497283317579e-61,"Young_epidermis_Histone",60.4094955671167
"ATH-aux-reg-IR8-ARF8-up",2.30744810565395e-55,0.412202808504009,1,1,7.81968524693838e-55,"Young_epidermis_Histone",54.1068107275372
"ATH-aux-cis-IR8-ARF8",4.29247869906673e-55,-0.182813398105213,1,1,1.37811158233195e-54,"Young_epidermis_Histone",53.8607156172403
"ATH-aux-reg-DR5-ARF1-up",5.36227681380407e-54,0.610006802721872,1,1,1.63549442821024e-53,"Young_epidermis_Histone",52.7863509310876
"ATH-aux-cis-DR5-ARF5-1",3.16523617878091e-53,-0.154780700629757,1,1,9.19425747169692e-53,"Young_epidermis_Histone",52.0364833386354
"ATH-aux-cis-DR5-ARF6",5.35262869234929e-51,-0.154609461278998,1,1,1.48413795560594e-50,"Young_epidermis_Histone",49.8285257280504
"ATH-aux-cis-DR5-ARF8",1.1082774738162e-48,-0.157828748084892,1,1,2.93934460446906e-48,"Young_epidermis_Histone",47.5317494948916
"random3",1.59087983153279e-48,-0.202959995878943,1,1,4.04348623847918e-48,"Young_epidermis_Histone",47.3932440306201
"ATH-aux-cis-IR8-ARF1",3.81936711750087e-48,-0.250434233158913,1,1,9.31925576670213e-48,"Young_epidermis_Histone",47.0306187689035
"ATH-aux-trans-Synthesis",9.17137163408064e-47,-1.267739251987,0.277,0.63,2.15174488338046e-46,"Young_epidermis_Histone",45.667209221067
"ATH-aux-reg-IR8-ARF1-up",3.16678857193416e-45,-0.828349942671746,0.582,0.83,7.15459640325866e-45,"Young_epidermis_Histone",44.1454148601266
"ATH-aux-trans-PolarAuxinTransport",5.18798638456932e-45,-0.478635478701368,0.917,0.993,1.13023989092403e-44,"Young_epidermis_Histone",43.946829368687
"random2",1.44201860181187e-44,-0.211996156190079,1,1,3.03321154174221e-44,"Young_epidermis_Histone",43.5180973001385
"ATH-aux-reg-IR8-ARF5-1-down",5.67819685857902e-44,-0.474378548544709,1,1,1.15456669457773e-43,"Young_epidermis_Histone",42.937580974613
"ATH-aux-reg-IR8-ARF8-down",1.40147937675667e-39,-0.574148224210832,0.992,0.998,2.75774974135989e-39,"Young_epidermis_Histone",38.5594451474705
"ATH-aux-reg-IR8-ARF3-down",4.69443258532394e-39,-0.777221203541894,0.865,0.925,8.94876211577377e-39,"Young_epidermis_Histone",38.0482370365802
"ATH-aux-reg-DR5-ARF5-2-up",3.82057421280714e-36,0.566705089580593,0.999,0.998,7.06227354488593e-36,"Young_epidermis_Histone",35.1510554648055
"ATH-aux-reg-IR8-ARF5-2-up",7.71665894052899e-33,0.465216165124791,1,1,1.38445939815373e-32,"Young_epidermis_Histone",31.8587197762249
"ATH-aux-reg-IR8-ARF6-down",2.48319469519219e-31,-0.463088064030394,0.973,0.998,4.32785361162068e-31,"Young_epidermis_Histone",30.3637274375366
"majortrend",5.94176045647671e-31,-0.108154201969936,1,1,1.00679829956966e-30,"Young_epidermis_Histone",29.997057526624
"ATH-aux-reg-IR8-ARF5-2-down",9.31385911021588e-30,-0.655064989235677,0.931,0.963,1.53552812357613e-29,"Young_epidermis_Histone",28.8137422249376
"ATH-aux-cis-DR5-ARF5-2",1.16005646104795e-28,-0.138754868040187,1,1,1.86219589799802e-28,"Young_epidermis_Histone",27.7299746343405
"ATH-aux-cis-IR8-ARF6",2.14414635796389e-26,-0.144423521511008,1,1,3.35366481630249e-26,"Young_epidermis_Histone",25.4744803453389
"ATH-aux-trans-A-ARF",4.6353122323027e-21,0.491064516262035,0.86,0.839,7.06885115426161e-21,"Young_epidermis_Histone",20.1506511629933
"ATH-aux-cis-DR5-TGTCGG",7.90633508140045e-20,-0.317057027942372,0.991,0.998,1.17630839015958e-19,"Young_epidermis_Histone",18.929478805312
"ATH-aux-trans-Receptors",2.79928828702254e-19,-0.480254648160737,0.905,0.967,4.06563298829465e-19,"Young_epidermis_Histone",18.3908718284408
"ATH-aux-reg-DR5-ARF8-up",4.62638211087136e-19,0.216096405838443,1,1,6.56300718053845e-19,"Young_epidermis_Histone",18.1828971205844
"ATH-aux-reg-DR5-ARF5-2-down",3.41392599972283e-17,-0.296422008097878,0.959,0.986,4.7329428632521e-17,"Young_epidermis_Histone",16.3248687383641
"ATH-aux-cis-DR5-ARF3",8.39191802607713e-16,-0.0925859699882458,1,1,1.13757111020157e-15,"Young_epidermis_Histone",14.9440214458332
"ATH-aux-reg-DR5-TGTCNN-up",1.83668966312199e-15,0.174470816726888,1,1,2.43561020544438e-15,"Young_epidermis_Histone",14.6133922148775
"ATH-aux-cis-IR8-ARF2",6.60482242609931e-14,-0.113855673551845,1,1,8.57221634025654e-14,"Young_epidermis_Histone",13.0669068770383
"ATH-aux-reg-IR8-ARF2-down",7.57246562072629e-14,-0.199225633532096,0.967,0.979,9.62334172633965e-14,"Young_epidermis_Histone",13.0166740920684
"ATH-aux-reg-IR8-ARF6-up",8.01905401591193e-11,0.21058630257822,1,1,9.9829039789924e-11,"Young_epidermis_Histone",10.0007431061477
"ATH-aux-reg-IR8-ARF1-down",1.31372913270703e-10,-0.288688696123907,0.987,0.991,1.60274954190257e-10,"Young_epidermis_Histone",9.79513433857414
"ATH-aux-reg-IR8-TGTCNN-down",1.1778374910599e-07,-0.250787204902879,0.876,0.914,1.4087860187187e-07,"Young_epidermis_Histone",6.85115496710853
"ATH-aux-trans-ConjugationDeconjugation",3.39846923550913e-07,0.210969851927895,0.999,1,3.98666583396263e-07,"Young_epidermis_Histone",6.39939016577935
"ATH-aux-reg-DR5-ARF2-up",3.44345952830371e-06,0.086424384066655,1,1,3.96322700427408e-06,"Young_epidermis_Histone",5.40195105159209
"ATH-aux-reg-IR8-ARF2-up",5.21696111133778e-06,0.24844320064021,1,1,5.89323384799268e-06,"Young_epidermis_Histone",5.22964632542821
"ATH-aux-reg-IR8-TGTCNN-up",0.0018705579588777,-0.099628418739633,0.997,1,0.0020746188271189,"Young_epidermis_Histone",2.68306168520999
"ATH-aux-cis-DR5-ARF1",0.00191345959447067,-0.0433324985349612,1,1,0.00208430420111983,"Young_epidermis_Histone",2.68103889610839
"ATH-aux-trans-Transport",0.0032312295974409,-0.0915360755789265,0.99,1,0.00345798255164728,"Young_epidermis_Histone",2.46117720242775
"ATH-aux-trans-IAA",0.00446609000979741,-0.27107394118619,0.999,0.998,0.00469709466547658,"Young_epidermis_Histone",2.32817068693623
"random1",0.289928794754023,-0.0275551137442898,1,1,0.299756889491448,"Young_epidermis_Histone",0.523230826465195
"ATH-aux-reg-IR8-ARF3-up",0.326208796928236,-0.106800883916073,0.992,0.991,0.331645610210374,"Young_epidermis_Histone",0.479325746817372
"ATH-aux-reg-DR5-ARF6-up",0.812555189441705,-0.00273742923403031,1,1,0.812555189441705,"Young_epidermis_Histone",0.0901471316955572
"ATH-aux-reg-DR5-ARF3-up",7.4097296837538e-146,1.66015779776682,1,1,4.51993510708982e-144,"Young_Trichoblast_2",143.344867800329
"ATH-aux-reg-DR5-ARF5-1-up",1.67521461119442e-131,0.718046515301164,1,1,5.10940456414299e-130,"Young_Trichoblast_2",129.291629708393
"ATH-aux-reg-DR5-ARF1-up",2.21828809195407e-117,1.1583635232699,0.999,1,4.51051912030662e-116,"Young_Trichoblast_2",115.345773471845
"ATH-aux-reg-DR5-ARF8-up",9.31346401423426e-117,0.675010918024303,1,1,1.42030326217072e-115,"Young_Trichoblast_2",114.847618915458
"ATH-aux-reg-DR5-ARF2-up",1.44740624260626e-114,0.676516544603669,1,1,1.76583561597963e-113,"Young_Trichoblast_2",112.753049727936
"ATH-aux-reg-DR5-ARF6-down",8.64208125132707e-108,-0.793446731335063,1,1,8.78611593884919e-107,"Young_Trichoblast_2",106.056203070218
"ATH-aux-reg-DR5-TGTCNN-down",9.96899824803153e-103,-0.912159988099233,1,1,8.68726990185605e-102,"Young_Trichoblast_2",101.061116685329
"ATH-aux-reg-DR5-ARF5-2-up",1.96728255948628e-102,0.907925065559752,1,1,1.50005295160829e-101,"Young_Trichoblast_2",100.823893410154
"ATH-aux-reg-DR5-ARF5-1-down",3.9158650406802e-98,-0.710870315804562,1,1,2.65408630534991e-97,"Young_Trichoblast_2",96.5760849588914
"ATH-aux-reg-DR5-ARF2-down",1.87525951153744e-95,-0.782930394234421,1,1,1.14390830203784e-94,"Young_Trichoblast_2",93.9416087880562
"ATH-aux-trans-Synthesis",1.10583600050563e-75,-2.61700378090281,0.164,0.625,6.13236327553121e-75,"Young_Trichoblast_2",74.212372125852
"ATH-aux-reg-IR8-ARF8-up",7.21537434563321e-74,0.544698792290332,1,1,3.66781529236355e-73,"Young_Trichoblast_2",72.4355925431021
"ATH-aux-reg-DR5-ARF6-up",2.47834461385129e-73,0.395793616744493,1,1,1.16291554957637e-72,"Young_Trichoblast_2",71.9344518224037
"ATH-aux-reg-IR8-ARF5-1-up",3.91933937332922e-70,0.486139611845564,1,1,1.70771215552202e-69,"Young_Trichoblast_2",68.7675853302532
"ATH-aux-reg-DR5-TGTCNN-up",3.64745764020267e-69,0.485914190920223,1,1,1.48329944034909e-68,"Young_Trichoblast_2",67.8287711671348
"ATH-aux-reg-DR5-ARF3-down",4.44212210207455e-69,-0.814833036908107,0.998,1,1.69355905141592e-68,"Young_Trichoblast_2",67.771199655673
"ATH-aux-trans-ARF",1.50081362548269e-62,1.45296321121491,0.947,0.796,5.38527242084967e-62,"Young_Trichoblast_2",61.268792322472
"ATH-aux-reg-IR8-ARF5-2-up",1.26037006326087e-60,0.741503528971725,1,1,4.27125410327294e-60,"Young_Trichoblast_2",59.3694445909786
"ATH-aux-reg-IR8-ARF2-up",8.38186214101396e-56,0.567972991611536,1,1,2.69101889790448e-55,"Young_Trichoblast_2",54.5700832523563
"ATH-aux-reg-IR8-ARF6-up",4.39785853721709e-53,0.44865254619063,1,1,1.34134685385121e-52,"Young_Trichoblast_2",51.872458905045
"ATH-aux-reg-IR8-ARF1-up",1.15137900882605e-41,-1.09425751333259,0.773,0.823,3.34448188278043e-41,"Young_Trichoblast_2",40.4756711522991
"ATH-aux-trans-PolarAuxinTransport",1.47273299561102e-39,-0.94740695528664,0.915,0.939,4.08348694237602e-39,"Young_Trichoblast_2",38.3889688288016
"ATH-aux-reg-IR8-ARF6-down",7.88648533776266e-39,-0.527862975689211,0.996,0.994,2.0916330678414e-38,"Young_Trichoblast_2",37.6795145007745
"ATH-aux-trans-ConjugationDeconjugation",9.1133447583798e-38,0.707174207472644,0.999,0.997,2.31630845942153e-37,"Young_Trichoblast_2",36.6352036067302
"ATH-aux-reg-DR5-ARF8-down",1.11238046522884e-36,-0.418212995716001,1,1,2.71420833515837e-36,"Young_Trichoblast_2",35.5663568201482
"ATH-aux-reg-DR5-ARF1-down",8.06329359503516e-34,-0.611591805369737,0.988,1,1.89177272806594e-33,"Young_Trichoblast_2",32.7231310396444
"ATH-aux-reg-IR8-ARF3-up",5.15657711508626e-29,0.583996597781582,1,0.994,1.1650044593343e-28,"Young_Trichoblast_2",27.9336724122684
"ATH-aux-cis-DR5-TGTCNN",2.38776499053498e-25,-0.155135459152403,1,1,5.20191658652263e-25,"Young_Trichoblast_2",24.2838366160585
"ATH-aux-cis-IR8-ARF2",1.78234579473253e-21,0.122288172244418,1,1,3.74907218892016e-21,"Young_Trichoblast_2",20.4260761970957
"ATH-aux-reg-IR8-ARF5-2-down",5.65099436479665e-18,-0.59794481005079,0.986,0.97,1.14903552084199e-17,"Young_Trichoblast_2",16.9396665454917
"ATH-aux-trans-A-ARF",1.63282759903395e-17,0.777626436642951,0.845,0.686,3.21298334003455e-17,"Young_Trichoblast_2",16.493091526347
"ATH-aux-reg-IR8-ARF3-down",2.70215915418488e-17,-0.590699319356081,0.965,0.936,5.15099088766492e-17,"Young_Trichoblast_2",16.2881092184053
"ATH-aux-cis-IR8-TGTCNN",4.08137633101443e-14,-0.139707523593096,1,1,7.54436230884485e-14,"Young_Trichoblast_2",13.1223774633044
"ATH-aux-cis-DR5-ARF3",6.0632969281197e-14,0.103398099182832,1,1,1.08782680180971e-13,"Young_Trichoblast_2",12.9634402452683
"ATH-aux-cis-DR5-TGTCGG",7.92428801229082e-13,0.277354522805609,0.995,0.991,1.38109019642783e-12,"Young_Trichoblast_2",11.8597779575316
"ATH-aux-cis-IR8-ARF5-1",2.07501321141437e-12,-0.100417052693399,1,1,3.5159946082299e-12,"Young_Trichoblast_2",11.4539517995874
"ATH-aux-cis-IR8-ARF1",1.00661187516314e-10,-0.119209409564067,1,1,1.65954930770139e-10,"Young_Trichoblast_2",9.78000983952262
"ATH-aux-cis-IR8-ARF8",2.20249439405233e-09,-0.087393011604326,1,1,3.53558310624189e-09,"Young_Trichoblast_2",8.45153894991821
"ATH-aux-cis-IR8-ARF5-2",3.64989549026492e-07,-0.0696319379811963,1,1,5.70881089502975e-07,"Young_Trichoblast_2",6.24345434280612
"majortrend",3.44530479044424e-06,0.0533388454432659,1,1,5.25408980542747e-06,"Young_Trichoblast_2",5.27950250831655
"random2",8.20017546575639e-06,-0.0695124533622726,1,1,1.22002610588083e-05,"Young_Trichoblast_2",4.91363087627715
"ATH-aux-reg-IR8-ARF2-down",9.8688598089502e-06,-0.22901119343001,0.98,0.954,1.43333440082372e-05,"Young_Trichoblast_2",4.84365247569472
"ATH-aux-cis-IR8-ARF6",7.67264374914365e-05,-0.0361108102953906,1,1,0.000108844481092503,"Young_Trichoblast_2",3.96319358675919
"ATH-aux-trans-IAA",0.000155216314373571,0.0207718467565832,0.992,0.994,0.000215186254017905,"Young_Trichoblast_2",3.66718547461737
"ATH-aux-reg-IR8-ARF8-down",0.000170331044562666,-0.166142811062832,0.996,0.991,0.000230893193740503,"Young_Trichoblast_2",3.63658886900794
"ATH-aux-cis-DR5-ARF8",0.000212167552939264,0.0478793519161802,1,1,0.000281352624549893,"Young_Trichoblast_2",3.55074902924921
"ATH-aux-reg-IR8-ARF1-down",0.0012735024752136,-0.288756894424017,0.996,0.997,0.00165284363804319,"Young_Trichoblast_2",2.78176822951808
"ATH-aux-reg-DR5-ARF5-2-down",0.00162624955574003,-0.167378736424735,0.986,0.979,0.00206669214375295,"Young_Trichoblast_2",2.68472421143603
"random1",0.0060772593972918,0.0619722704353511,1,1,0.00756556782111837,"Young_Trichoblast_2",2.12115847116703
"ATH-aux-reg-IR8-TGTCNN-down",0.00679717930013284,-0.116228776069908,0.963,0.927,0.00829255874616207,"Young_Trichoblast_2",2.0813114431677
"ATH-aux-cis-IR8-ARF3",0.0108349018727897,-0.0275286477666842,1,1,0.0129593924360818,"Young_Trichoblast_2",1.88741535863843
"ATH-aux-cis-DR5-ARF1",0.0137913694817589,0.0405696126515191,1,1,0.0161783372766787,"Young_Trichoblast_2",1.79106611490357
"ATH-aux-cis-DR5-ARF5-2",0.0338137320007635,0.0348616668511524,1,1,0.0389176915480485,"Young_Trichoblast_2",1.40985292836456
"ATH-aux-reg-IR8-TGTCNN-up",0.0462420105802965,0.061850949417273,0.999,1,0.0522363452851497,"Young_Trichoblast_2",1.28202721607479
"ATH-aux-cis-DR5-ARF5-1",0.0491367776699597,0.0195616973277288,1,1,0.0544971534157735,"Young_Trichoblast_2",1.26362618190883
"ATH-aux-trans-Receptors",0.083036933697856,-0.408442669298607,0.977,0.954,0.0904509456351645,"Young_Trichoblast_2",1.04358688837313
"random3",0.0956445032552668,-0.0165833662887249,1,1,0.102356398220549,"Young_Trichoblast_2",0.989885004735438
"ATH-aux-cis-DR5-ARF2",0.128971168334185,0.027830413239754,1,1,0.135642090834229,"Young_Trichoblast_2",0.867605524476599
"ATH-aux-reg-IR8-ARF5-1-down",0.142318732103394,-0.00475390123223077,0.999,0.994,0.14714309590351,"Young_Trichoblast_2",0.832260110603795
"ATH-aux-cis-DR5-ARF6",0.758843143462585,-0.000445285128877204,1,1,0.771490529186961,"Young_Trichoblast_2",0.112669400964525
"ATH-aux-trans-Transport",0.877794953724594,0.0180771850966527,0.986,0.994,0.877794953724594,"Young_Trichoblast_2",0.0566069201598341
"ATH-aux-reg-DR5-ARF5-1-down",4.82245936546997e-53,-1.13938876687318,1,1,2.94170021293668e-51,"Stele_Pericycle",50.5314015880671
"ATH-aux-reg-DR5-ARF6-down",1.19430261609408e-49,-1.26889318305592,0.998,1,3.64262297908693e-48,"Stele_Pericycle",47.4385857770357
"ATH-aux-reg-DR5-ARF3-up",1.01771769192014e-47,1.25391185782938,1,1,2.06935930690429e-46,"Stele_Pericycle",45.6841640953865
"ATH-aux-trans-PolarAuxinTransport",5.88504943182141e-42,-5.86505247915698,0.465,0.855,8.97470038352766e-41,"Stele_Pericycle",40.0469800412402
"ATH-aux-reg-DR5-TGTCNN-down",5.49185865181768e-38,-1.29044597089281,0.999,1,6.70006755521756e-37,"Stele_Pericycle",36.1739208183872
"ATH-aux-trans-Receptors",7.31039680804424e-37,-2.00884385074907,0.657,0.938,7.43223675484498e-36,"Stele_Pericycle",35.1288804642882
"ATH-aux-reg-DR5-ARF2-down",3.13605623836897e-36,-1.02757365075097,1,1,2.73284900772153e-35,"Stele_Pericycle",34.5633843627914
"ATH-aux-reg-IR8-ARF5-1-up",4.58495628863068e-35,0.757368301024491,1,1,3.49602917008089e-34,"Stele_Pericycle",33.4564249523671
"ATH-aux-cis-DR5-TGTCNN",3.75508043383011e-33,-0.432972604151301,1,1,2.54511007181819e-32,"Stele_Pericycle",31.5942934304001
"ATH-aux-reg-IR8-ARF1-down",1.26399257859468e-31,-1.31181687485786,0.973,1,7.71035472942752e-31,"Stele_Pericycle",30.1129256409518
"ATH-aux-cis-DR5-ARF5-1",8.31349885743694e-26,-0.314609063097595,1,1,4.61021300276049e-25,"Stele_Pericycle",24.3362790087131
"random1",3.26518581030693e-25,-0.584241306563418,0.999,1,1.65980278690602e-24,"Stele_Pericycle",23.7799435105422
"ATH-aux-cis-IR8-ARF1",4.89315804287079e-25,-0.446096512990276,1,1,2.29602031242399e-24,"Stele_Pericycle",23.6390242741423
"ATH-aux-cis-DR5-ARF6",9.43120205936845e-25,-0.342057742565886,1,1,4.10930946872482e-24,"Stele_Pericycle",23.3862311511454
"ATH-aux-trans-Transport",1.29586382312585e-24,-2.0535965355173,0.948,0.966,5.26984621404511e-24,"Stele_Pericycle",23.2782020582915
"ATH-aux-cis-IR8-ARF5-1",7.76589815547362e-24,-0.304477373749742,1,1,2.96074867177432e-23,"Stele_Pericycle",22.5285984568775
"ATH-aux-reg-IR8-ARF6-down",2.13624104279415e-22,-0.891596904649077,0.981,0.993,7.66533550649666e-22,"Stele_Pericycle",21.1154688316209
"ATH-aux-reg-IR8-ARF5-1-down",2.97551026075534e-21,-0.652810668987417,1,1,1.00836736614486e-20,"Stele_Pericycle",19.9963812178672
"random3",1.9263176452214e-20,-0.408687744695499,1,1,6.18449349255293e-20,"Stele_Pericycle",19.208695863116
"ATH-aux-cis-DR5-ARF2",2.08252468462679e-20,-0.286416566987426,1,1,6.35170028811172e-20,"Stele_Pericycle",19.1971100027551
"ATH-aux-reg-DR5-ARF3-down",2.90313030677564e-19,-0.839575957782004,0.987,1,8.43290231968161e-19,"Stele_Pericycle",18.0740229301803
"ATH-aux-reg-DR5-ARF8-up",5.13934503321882e-19,0.566105085909283,1,1,1.42500021375613e-18,"Stele_Pericycle",17.8461850705094
"ATH-aux-reg-IR8-ARF5-2-up",1.52707531441982e-18,0.655656634862034,0.999,1,4.05006931215692e-18,"Stele_Pericycle",17.3925375442842
"ATH-aux-cis-IR8-TGTCNN",6.86537600725604e-18,-0.308134005931598,1,1,1.74494973517758e-17,"Stele_Pericycle",16.7582170787618
"ATH-aux-reg-IR8-ARF8-down",4.6851792080784e-17,-0.752505252362593,0.989,1,1.14318372677113e-16,"Stele_Pericycle",15.9418839663583
"ATH-aux-cis-IR8-ARF6",1.564387495863e-16,-0.346001646391009,1,1,3.67029374029395e-16,"Stele_Pericycle",15.4352991769785
"ATH-aux-reg-DR5-ARF5-1-up",3.20509381900232e-16,0.388706678211754,1,1,7.24113788737561e-16,"Stele_Pericycle",15.1401931825075
"ATH-aux-reg-DR5-ARF1-up",4.25457230480297e-16,0.602140476967465,1,1,9.26888966403504e-16,"Stele_Pericycle",15.03297228761
"ATH-aux-cis-IR8-ARF8",5.59647374772728e-16,-0.229000408355375,1,1,1.17718930555643e-15,"Stele_Pericycle",14.9291536920013
"ATH-aux-cis-IR8-ARF3",4.77845324025862e-15,-0.384760710163559,1,1,9.71618825519253e-15,"Stele_Pericycle",14.012504079149
"ATH-aux-reg-DR5-ARF1-down",9.15515710058484e-15,-0.787952929418113,0.955,0.972,1.80149865527637e-14,"Stele_Pericycle",13.7443660577192
"majortrend",1.29804004570419e-14,-0.208828535173602,1,1,2.47438883712362e-14,"Stele_Pericycle",13.6065320522623
"ATH-aux-cis-IR8-ARF5-2",9.24342371055686e-14,-0.251483719095078,1,1,1.708632867709e-13,"Stele_Pericycle",12.7673512436904
"ATH-aux-reg-IR8-ARF8-up",1.62045493000629e-12,0.394779494479142,1,1,2.90728678618776e-12,"Stele_Pericycle",11.5365121256029
"ATH-aux-trans-Synthesis",1.98422927881019e-12,-1.00940573001859,0.499,0.738,3.45822817164061e-12,"Stele_Pericycle",11.4611463556499
"ATH-aux-reg-DR5-ARF6-up",1.32862693958741e-11,-0.319280593180984,1,1,2.25128453652312e-11,"Stele_Pericycle",10.6475696116932
"ATH-aux-reg-IR8-ARF3-down",9.428889681589e-10,-1.09818322512656,0.814,0.883,1.55449262318089e-09,"Stele_Pericycle",8.8084113345532
"ATH-aux-trans-IAA",9.96450747734553e-10,-2.17043419443859,0.999,0.993,1.59956567399494e-09,"Stele_Pericycle",8.79599792421502
"ATH-aux-cis-DR5-ARF5-2",9.96848802888013e-08,-0.159934668311194,1,1,1.55917376861971e-07,"Stele_Pericycle",6.80710548035499
"ATH-aux-trans-ConjugationDeconjugation",1.81497827485682e-07,-0.321003889649728,0.992,1,2.76784186915665e-07,"Stele_Pericycle",6.55785872538378
"ATH-aux-reg-DR5-ARF5-2-up",4.43343465302716e-07,0.471234653946363,0.996,1,6.5960857032843e-07,"Stele_Pericycle",6.18071371018009
"ATH-aux-reg-IR8-TGTCNN-down",8.99945925772735e-07,-0.584103336229609,0.763,0.862,1.30706432076516e-06,"Stele_Pericycle",5.88370304021896
"ATH-aux-cis-DR5-ARF8",9.54114441158655e-07,-0.128728357773343,1,1,1.35351118396925e-06,"Stele_Pericycle",5.8685381513334
"ATH-aux-trans-ARF",1.40605257146849e-06,0.570155106754522,0.84,0.759,1.9493001558995e-06,"Stele_Pericycle",5.71012128247594
"random2",7.96547491702793e-05,-0.169461465502868,1,1,0.000107976437764156,"Stele_Pericycle",3.96667100437811
"ATH-aux-reg-IR8-ARF5-2-down",0.000122657132630935,-0.753570199840389,0.923,0.945,0.000162654023706239,"Stele_Pericycle",3.78873518874978
"ATH-aux-reg-DR5-ARF5-2-down",0.000265940895849024,0.526719593159813,0.978,0.972,0.000345157332910435,"Stele_Pericycle",3.46198289553742
"ATH-aux-reg-DR5-ARF8-down",0.000336554891679108,-0.152793472725998,0.999,1,0.0004277051748422,"Stele_Pericycle",3.3688554951446
"ATH-aux-cis-IR8-ARF2",0.00228985437671006,-0.114665205996442,1,1,0.00285063504039416,"Stele_Pericycle",2.54505838075742
"ATH-aux-cis-DR5-TGTCGG",0.00321581386512994,-0.237488906042819,0.965,0.959,0.00392329291545853,"Stele_Pericycle",2.40634926596724
"ATH-aux-trans-A-ARF",0.00472368429777205,1.01200154724482,0.634,0.6,0.00564989690517833,"Stele_Pericycle",2.24795947676829
"ATH-aux-reg-IR8-TGTCNN-up",0.00561354735227194,-0.222990780381786,0.928,0.993,0.00658512285554978,"Stele_Pericycle",2.18143611819808
"ATH-aux-reg-IR8-ARF2-up",0.00629555059498696,0.243510347883743,1,1,0.00724582238290952,"Stele_Pericycle",2.13991231604641
"ATH-aux-cis-DR5-ARF1",0.00811623776968435,-0.0784442115485096,1,1,0.00916834266575455,"Stele_Pericycle",2.03770916336695
"ATH-aux-cis-DR5-ARF3",0.0540836695904372,-0.0381887992165236,1,1,0.0599837062730304,"Stele_Pericycle",1.22196670356154
"ATH-aux-reg-IR8-ARF1-up",0.116720638046614,1.08280209970672,0.729,0.731,0.12714212358649,"Stele_Pericycle",0.895710539057896
