"iSensor","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","tissue","neglog10_padj"
"ATH-aux-reg-DR5-ARF1-up",0.0202058569599665,0.171270054180137,1,1,0.0220099513313921,"Young_LRC_Columella_2",1.65738091776156
"ATH-aux-reg-IR8-ARF2-down",0.0894402845218291,0.147937116504378,0.939,0.972,0.0957167957163435,"Young_LRC_Columella_2",1.01901184856678
"ATH-aux-trans-PolarAuxinTransport",0.410379695885557,-0.0273696691423091,0.927,0.934,0.431606231879638,"Young_LRC_Columella_2",0.364912293249092
"ATH-aux-reg-IR8-ARF6-up",0.447764422067478,-0.0329681965096369,1,1,0.462942877052816,"Young_LRC_Columella_2",0.334472593671553
"ATH-aux-reg-DR5-ARF8-up",0.696227658970041,-0.0253508285627886,1,1,0.707831453286208,"Young_LRC_Columella_2",0.150070142906282
"ATH-aux-reg-IR8-ARF1-down",0.93517884623754,0.105281039797605,0.981,0.99,0.93517884623754,"Young_LRC_Columella_2",0.0291053254841674
"ATH-aux-reg-DR5-ARF2-down",1.13870161554449e-76,-0.793895590600759,0.997,1,6.94607985482138e-75,"Young_LRC",74.1582602281792
"ATH-aux-cis-IR8-ARF5-2",3.06378168691877e-56,-0.27184674892938,1,1,9.34453414510226e-55,"Young_LRC",54.0294423447137
"ATH-aux-reg-DR5-ARF3-down",1.01193299049818e-51,-0.81967653599942,0.977,1,2.05759708067962e-50,"Young_LRC",49.6866396649328
"ATH-aux-trans-IAA",2.22999073269821e-50,-0.677512579849889,1,1,3.40073586736476e-49,"Young_LRC",48.468427098088
"ATH-aux-trans-Transport",1.65159238104541e-44,0.868393697957668,0.999,0.993,2.0149427048754e-43,"Young_LRC",42.6957372985602
"ATH-aux-cis-IR8-ARF1",2.3057450930373e-44,-0.308355933872896,1,1,2.34417417792125e-43,"Young_LRC",42.6300101223042
"ATH-aux-trans-Synthesis",4.72218677163238e-44,-1.05823846706883,0.553,0.86,4.1150484724225e-43,"Young_LRC",42.3856250447332
"ATH-aux-reg-DR5-TGTCNN-down",4.62606146936438e-42,-0.543372374465952,0.999,1,3.52737187039034e-41,"Young_LRC",40.4525487527666
"ATH-aux-reg-IR8-ARF8-down",6.64659695879724e-40,-0.668999405362194,0.986,0.998,4.50491571651813e-39,"Young_LRC",38.3463133299221
"ATH-aux-reg-IR8-ARF8-up",1.90277158759788e-32,0.420547615796457,1,1,1.16069066843471e-31,"Young_LRC",30.9352835071276
"ATH-aux-reg-DR5-ARF5-1-up",6.01048263943743e-32,0.275597146114009,1,1,3.33308582732439e-31,"Young_LRC",30.4771535030651
"ATH-aux-trans-ARF",3.86304609577208e-30,0.948324806644842,0.955,0.896,1.96371509868414e-29,"Young_LRC",28.7069215206451
"ATH-aux-reg-DR5-ARF6-down",1.86322991404428e-29,-0.392907438328821,0.997,1,8.74284805820777e-29,"Young_LRC",28.0583470691417
"ATH-aux-reg-DR5-ARF3-up",2.52767052546599e-24,0.440417591417582,1,1,1.10134215752447e-23,"Young_LRC",22.9580777363962
"ATH-aux-reg-IR8-ARF2-down",1.99448184087473e-23,1.05064762934576,0.957,0.94,8.11089281955725e-23,"Young_LRC",22.0909313374947
"ATH-aux-reg-DR5-ARF5-1-down",1.42454933410763e-18,-0.254409598125613,1,1,5.43109433628535e-18,"Young_LRC",17.2651126535925
"ATH-aux-trans-PolarAuxinTransport",2.12590832949439e-18,0.639559218418107,0.943,0.904,7.62825929995045e-18,"Young_LRC",17.117574552828
"random1",1.02189859896752e-17,0.254537798043404,1,1,3.46310080761215e-17,"Young_LRC",16.460534866362
"ATH-aux-reg-DR5-ARF1-down",2.86686989579462e-14,0.663116887991472,0.89,0.875,9.20416124439324e-14,"Young_LRC",13.0360157816878
"ATH-aux-reg-IR8-ARF2-up",1.7644171406276e-13,0.409240700510398,0.996,0.998,5.38147227891418e-13,"Young_LRC",12.269098892524
"ATH-aux-reg-DR5-ARF8-down",4.76641037628159e-13,-0.268792860906826,0.981,0.998,1.38452872834846e-12,"Young_LRC",11.8586980284097
"ATH-aux-reg-IR8-ARF1-up",5.44323670014323e-12,-0.679349036144266,0.115,0.248,1.50926108503971e-11,"Young_LRC",10.8212356257088
"ATH-aux-reg-DR5-ARF8-up",5.32225272515185e-11,0.189263174796692,1,1,1.41155398362723e-10,"Young_LRC",9.85030250799308
"ATH-aux-reg-IR8-ARF5-1-up",6.59163651761398e-11,0.212011778753871,1,1,1.67537428156022e-10,"Young_LRC",9.77588815563721
"ATH-aux-reg-IR8-ARF1-down",6.92127548080564e-11,-0.196618228851364,0.962,0.998,1.68879121731658e-10,"Young_LRC",9.77242403827505
"ATH-aux-cis-DR5-TGTCNN",1.92056167320209e-09,-0.0974421642938975,1,1,4.50593315635875e-09,"Young_LRC",8.34621525514212
"ATH-aux-reg-IR8-ARF5-2-down",2.7689688586071e-09,-0.225273118236018,0.799,0.92,6.25581853240862e-09,"Young_LRC",8.20371585769703
"ATH-aux-cis-DR5-ARF2",3.32641333880793e-09,-0.0898329913715399,1,1,7.24682905954584e-09,"Young_LRC",8.139851982834
"ATH-aux-reg-DR5-ARF2-up",4.3438685775781e-09,0.210661934181522,1,1,9.13710287007808e-09,"Young_LRC",8.03919148555602
"ATH-aux-cis-DR5-ARF5-1",6.04573557775972e-08,-0.0677983166728607,1,1,1.22929956747781e-07,"Young_LRC",6.91034227118253
"ATH-aux-cis-DR5-ARF3",2.13975316056103e-07,-0.0793697016836683,1,1,4.21048202562009e-07,"Young_LRC",6.37566818229175
"ATH-aux-cis-IR8-ARF2",8.36477417743909e-07,0.0826495164794227,1,1,1.59453507757433e-06,"Young_LRC",5.79736592243582
"random3",3.99816757607668e-06,0.0855379432214236,1,1,7.39055218608114e-06,"Young_LRC",5.13132311202344
"ATH-aux-cis-DR5-ARF6",7.87194802168231e-06,-0.0583448962390616,1,1,1.412320086243e-05,"Young_LRC",4.85006686423664
"ATH-aux-trans-A-ARF",1.66432847112379e-05,0.965781804751215,0.813,0.798,2.90068676395861e-05,"Young_LRC",4.53749916676064
"ATH-aux-cis-DR5-ARF5-2",2.52533281642058e-05,-0.0676971057309986,1,1,4.2790361611571e-05,"Young_LRC",4.3686540433771
"ATH-aux-reg-DR5-ARF5-2-up",0.00109879678624032,0.226663553645472,0.941,0.969,0.00181152983677457,"Young_LRC",2.74195450852989
"ATH-aux-reg-DR5-TGTCNN-up",0.0021956286379852,-0.131300472750008,0.999,1,0.00352456176097624,"Young_LRC",2.4528948748773
"ATH-aux-reg-IR8-ARF5-1-down",0.00255183046594631,-0.11969924282719,0.997,1,0.00399132457494166,"Young_LRC",2.39888295390616
"ATH-aux-reg-IR8-ARF6-up",0.00708216399793588,0.168203542336272,1,0.995,0.0106461681585416,"Young_LRC",1.97280667833329
"ATH-aux-reg-IR8-ARF6-down",0.00715562122131482,-0.0799524849610443,0.916,0.969,0.0106461681585416,"Young_LRC",1.97280667833329
"ATH-aux-reg-IR8-ARF3-up",0.0129290271678715,0.321744673959114,0.964,0.957,0.0186870694898061,"Young_LRC",1.72845879943412
"ATH-aux-cis-IR8-ARF3",0.013172852263306,0.0490353989901591,1,1,0.0186870694898061,"Young_LRC",1.72845879943412
"ATH-aux-cis-IR8-ARF8",0.0172951674469503,-0.0304811899719578,1,1,0.0235890167326326,"Young_LRC",1.62729016155153
"ATH-aux-reg-DR5-ARF6-up",0.0174017336552208,-0.0338960959713717,1,1,0.0235890167326326,"Young_LRC",1.62729016155153
"ATH-aux-cis-IR8-ARF6",0.0219900832700872,-0.0422203885628455,1,1,0.0291607625972895,"Young_LRC",1.53520112275927
"ATH-aux-cis-DR5-ARF8",0.0323837771736972,-0.0296777545905319,1,1,0.0418794883103619,"Young_LRC",1.3779986332335
"ATH-aux-cis-IR8-ARF5-1",0.0332939715758323,-0.0302647281170733,1,1,0.0418794883103619,"Young_LRC",1.3779986332335
"ATH-aux-reg-IR8-ARF5-2-up",0.0341695388624125,0.0707087878997528,1,1,0.0418794883103619,"Young_LRC",1.3779986332335
"ATH-aux-cis-DR5-TGTCGG",0.0343274494347229,0.101539019594247,0.983,0.998,0.0418794883103619,"Young_LRC",1.3779986332335
"ATH-aux-reg-DR5-ARF1-up",0.035812210170944,-0.0641568889210251,0.999,0.998,0.0428342121652468,"Young_LRC",1.3682092165169
"ATH-aux-trans-Receptors",0.0373153597001729,-0.0592173099993663,0.565,0.692,0.0437737873405874,"Young_LRC",1.35878587628018
"ATH-aux-cis-DR5-ARF1",0.0387226366953669,-0.0316748948227641,1,1,0.0445675629890072,"Young_LRC",1.35098111303886
"ATH-aux-reg-DR5-ARF5-2-down",0.146693145057902,0.161879374320931,0.88,0.913,0.165708923120963,"Young_LRC",0.78065410499131
"random2",0.196084403470914,-0.0272313209843655,1,1,0.217475429304105,"Young_LRC",0.662589803171087
"ATH-aux-reg-IR8-TGTCNN-up",0.310464211290349,0.0104323703659939,0.967,0.978,0.338184230155558,"Young_LRC",0.470846647820775
"ATH-aux-cis-IR8-TGTCNN",0.394132353420886,0.00892350713278828,1,1,0.421790764187264,"Young_LRC",0.374902934094923
"ATH-aux-reg-IR8-TGTCNN-down",0.428991455678812,0.0580890842732055,0.75,0.814,0.451180668903578,"Young_LRC",0.345649516224083
"majortrend",0.777189395081996,-0.00186228868829114,1,1,0.803534798305115,"Young_LRC",0.0949953107056812
"ATH-aux-reg-IR8-ARF3-down",0.813911896833469,0.170544549096437,0.763,0.805,0.827477095114027,"Young_LRC",0.0822440188250658
"ATH-aux-trans-ConjugationDeconjugation",0.990462871520487,0.0133430308043361,1,1,0.990462871520487,"Young_LRC",0.00416179977812988
"ATH-aux-reg-DR5-ARF3-up",5.7187265100947e-226,1.8525452072642,1,1,3.48842317115777e-224,"Atrichoblast_In_Differenciation",223.457370837458
"ATH-aux-reg-DR5-ARF6-down",2.74979003453423e-215,-1.21612828792943,1,1,8.3868596053294e-214,"Atrichoblast_In_Differenciation",213.076400626941
"ATH-aux-reg-DR5-ARF5-1-down",2.3971315967642e-214,-0.983884477320182,1,1,4.8741675800872e-213,"Atrichoblast_In_Differenciation",212.312099543297
"ATH-aux-reg-DR5-ARF5-1-up",4.88605836735691e-195,0.975906847481481,1,1,7.45123901021929e-194,"Atrichoblast_In_Differenciation",193.1277715057
"ATH-aux-reg-DR5-ARF2-down",1.95682409162096e-172,-0.985371362072073,1,1,2.38732539177758e-171,"Atrichoblast_In_Differenciation",170.622088382743
"ATH-aux-reg-DR5-TGTCNN-down",1.37884685563382e-160,-1.14854097175185,1,1,1.40182763656105e-159,"Atrichoblast_In_Differenciation",158.853305382298
"ATH-aux-reg-DR5-ARF2-up",1.92157883400709e-160,0.936402289074474,1,1,1.67451869820618e-159,"Atrichoblast_In_Differenciation",158.776109998627
"ATH-aux-reg-DR5-ARF8-up",3.05969753143024e-160,0.864522273008028,1,1,2.33301936771556e-159,"Atrichoblast_In_Differenciation",158.632081655867
"ATH-aux-reg-IR8-ARF5-1-up",8.07967849229833e-156,0.838390810455233,1,1,5.47622653366887e-155,"Atrichoblast_In_Differenciation",154.261518594817
"ATH-aux-reg-IR8-ARF8-down",3.28287418294299e-153,-1.2008544286916,0.995,0.998,2.00255325159523e-152,"Atrichoblast_In_Differenciation",151.698415926397
"ATH-aux-reg-DR5-ARF5-2-up",8.3976501113419e-152,1.39904636606189,0.998,0.95,4.65687869810778e-151,"Atrichoblast_In_Differenciation",150.331905074377
"ATH-aux-reg-DR5-ARF1-up",4.71954593949165e-133,1.27369633235625,1,1,2.39910251924159e-132,"Atrichoblast_In_Differenciation",131.61995119322
"ATH-aux-reg-IR8-ARF8-up",1.70565136767047e-131,0.823222252296856,1,1,8.0034410329153e-131,"Atrichoblast_In_Differenciation",130.09672325047
"ATH-aux-reg-IR8-ARF5-1-down",2.5118881723138e-129,-0.896383579091313,0.997,1,1.09446556079387e-128,"Atrichoblast_In_Differenciation",127.96079789969
"ATH-aux-reg-DR5-ARF8-down",1.8442539518956e-114,-0.752339882756901,0.997,1,7.49996607104209e-114,"Atrichoblast_In_Differenciation",113.124940701301
"ATH-aux-reg-IR8-ARF5-2-down",1.36324764533482e-105,-1.37539905269614,0.96,0.993,5.19738164783899e-105,"Atrichoblast_In_Differenciation",104.284215391419
"ATH-aux-cis-IR8-TGTCNN",7.61850428021947e-105,-0.332209558917324,1,1,2.73369859466699e-104,"Atrichoblast_In_Differenciation",103.563249370488
"ATH-aux-reg-IR8-ARF6-up",2.23841161410965e-100,0.836989401519403,1,1,7.58572824781605e-100,"Atrichoblast_In_Differenciation",99.1200027195805
"ATH-aux-reg-DR5-ARF3-down",4.06690596402087e-98,-0.851092242505023,0.998,1,1.30569086213302e-97,"Atrichoblast_In_Differenciation",96.884159635283
"ATH-aux-reg-DR5-TGTCNN-up",4.93381103126122e-98,0.720373372898173,1,0.998,1.50481236453467e-97,"Atrichoblast_In_Differenciation",96.822517648992
"ATH-aux-trans-Synthesis",4.09593411010434e-94,-1.61372156455433,0.345,0.795,1.18977133674459e-93,"Atrichoblast_In_Differenciation",92.9245364980465
"ATH-aux-cis-DR5-TGTCNN",3.95760131145811e-93,-0.304800535837252,1,1,1.09733490908611e-92,"Atrichoblast_In_Differenciation",91.9596608045401
"ATH-aux-reg-IR8-ARF6-down",3.60757448051656e-90,-0.931939890983654,0.987,0.998,9.5679149265874e-90,"Atrichoblast_In_Differenciation",89.0191826948814
"ATH-aux-cis-IR8-ARF5-2",2.06572923573934e-88,-0.359290161938521,1,1,5.2503951408375e-88,"Atrichoblast_In_Differenciation",87.279808010684
"ATH-aux-trans-ARF",7.96965135389685e-80,1.5193292588121,0.892,0.8,1.94459493035083e-79,"Atrichoblast_In_Differenciation",78.7111708508085
"ATH-aux-trans-Receptors",5.85840549541113e-73,-1.37457237338855,0.934,0.966,1.37447205853877e-72,"Atrichoblast_In_Differenciation",71.861864084446
"random1",3.62943600108102e-69,0.388117099380415,1,1,8.19983689133119e-69,"Atrichoblast_In_Differenciation",68.0861947863845
"ATH-aux-cis-IR8-ARF8",8.66778811804177e-65,-0.228815508807723,1,1,1.88833955428767e-64,"Atrichoblast_In_Differenciation",63.7239199097762
"random2",2.21263444332153e-64,-0.293107538256972,1,1,4.65416210491769e-64,"Atrichoblast_In_Differenciation",63.3321584942669
"ATH-aux-trans-Transport",5.1555460302158e-60,-0.804567024900505,0.992,1,1.04829435947721e-59,"Atrichoblast_In_Differenciation",58.9795167509911
"ATH-aux-trans-PolarAuxinTransport",5.56946810028981e-59,-0.934220319426707,0.926,0.959,1.095927593928e-58,"Atrichoblast_In_Differenciation",57.9602181380015
"ATH-aux-cis-IR8-ARF1",2.1007183653565e-58,-0.314677679183922,1,1,4.00449438396084e-58,"Atrichoblast_In_Differenciation",57.3974523110699
"ATH-aux-reg-IR8-ARF2-up",5.6080519339762e-56,0.61170238494646,0.999,1,1.03663990294712e-55,"Atrichoblast_In_Differenciation",54.9843720780585
"ATH-aux-cis-IR8-ARF3",3.30278030969928e-52,-0.286814756987964,1,1,5.92557643798988e-52,"Atrichoblast_In_Differenciation",51.2272693952485
"ATH-aux-reg-IR8-ARF1-up",7.92300674003513e-48,-1.01513483037449,0.639,0.807,1.38086688897755e-47,"Atrichoblast_In_Differenciation",46.8598481839621
"ATH-aux-cis-IR8-ARF5-1",2.44678861598867e-47,-0.181378737144158,1,1,4.14594737709191e-47,"Atrichoblast_In_Differenciation",46.3823762145392
"ATH-aux-reg-DR5-ARF6-up",2.35454397724681e-40,0.332049389622469,1,1,3.88181574627176e-40,"Atrichoblast_In_Differenciation",39.4109650826201
"ATH-aux-reg-IR8-ARF5-2-up",5.57971106958094e-37,0.46306760164953,1,1,8.95690461169573e-37,"Atrichoblast_In_Differenciation",36.0478420508648
"ATH-aux-trans-ConjugationDeconjugation",1.27038193212721e-34,0.486937070819776,0.999,1,1.98700763742973e-34,"Atrichoblast_In_Differenciation",33.7018004635962
"ATH-aux-reg-DR5-ARF1-down",2.04047849535279e-33,-0.628676719807548,0.983,0.988,3.11172970541301e-33,"Atrichoblast_In_Differenciation",32.5069981342228
"ATH-aux-reg-IR8-ARF1-down",9.72728046319569e-28,-0.533533328802386,0.994,0.998,1.44722953232912e-27,"Atrichoblast_In_Differenciation",26.8394625837956
"ATH-aux-cis-DR5-ARF6",5.1800974627427e-26,-0.123024998822432,1,1,7.52347488636439e-26,"Atrichoblast_In_Differenciation",25.1235815243807
"ATH-aux-cis-DR5-ARF5-2",5.30663915140174e-25,-0.133673338252724,1,1,7.52802298222107e-25,"Atrichoblast_In_Differenciation",24.1233190637258
"ATH-aux-cis-DR5-ARF5-1",3.93598227699225e-21,-0.100435911038556,1,1,5.4567027021938e-21,"Atrichoblast_In_Differenciation",20.2630697072603
"ATH-aux-trans-IAA",6.173501999977e-15,0.0589951628144338,0.993,0.998,8.36852493330216e-15,"Atrichoblast_In_Differenciation",14.0773510855889
"ATH-aux-cis-DR5-ARF3",7.24261419980216e-14,0.0959697707017154,1,1,9.60433622147677e-14,"Atrichoblast_In_Differenciation",13.0175326448899
"ATH-aux-trans-A-ARF",1.87840738084514e-13,0.467896987271444,0.756,0.696,2.43793298365007e-13,"Atrichoblast_In_Differenciation",12.6129782368764
"ATH-aux-cis-DR5-ARF2",1.21138387770719e-12,-0.0753758513660867,1,1,1.53946701125288e-12,"Atrichoblast_In_Differenciation",11.8126296130189
"ATH-aux-reg-IR8-TGTCNN-up",3.02408384184162e-11,-0.213624564874011,0.993,0.998,3.76467580310895e-11,"Atrichoblast_In_Differenciation",10.4242724173339
"ATH-aux-reg-IR8-ARF3-down",1.67376372999075e-10,-0.327913434257267,0.907,0.909,2.04199175058872e-10,"Atrichoblast_In_Differenciation",9.68994601674521
"ATH-aux-cis-DR5-ARF8",4.97082330452648e-10,-0.0588284526796039,1,1,5.94549454070815e-10,"Atrichoblast_In_Differenciation",9.22581201533159
"ATH-aux-cis-IR8-ARF6",3.11069398815786e-09,-0.088463818969486,1,1,3.6490833322621e-09,"Atrichoblast_In_Differenciation",8.43781621875967
"ATH-aux-reg-DR5-ARF5-2-down",3.5982327156727e-08,-0.235714778694609,0.97,0.977,4.14136218218933e-08,"Atrichoblast_In_Differenciation",7.38285678667994
"majortrend",5.10121716319782e-08,-0.049008194556333,1,1,5.76248605472346e-08,"Atrichoblast_In_Differenciation",7.23939011259821
"ATH-aux-reg-IR8-ARF2-down",3.31209753341321e-05,-0.0949745032461292,0.981,0.979,3.67341726433101e-05,"Atrichoblast_In_Differenciation",4.43492973724036
"ATH-aux-reg-IR8-TGTCNN-down",0.000834812035062692,-0.124086237375612,0.922,0.923,0.000909348823907575,"Atrichoblast_In_Differenciation",3.04126949055309
"ATH-aux-cis-IR8-ARF2",0.00236440810345095,0.0597101207742713,1,1,0.00253033147913172,"Atrichoblast_In_Differenciation",2.59682258154045
"random3",0.00329056613757383,-0.0456485065884615,1,1,0.00346076783434489,"Atrichoblast_In_Differenciation",2.46082753437963
"ATH-aux-cis-DR5-TGTCGG",0.128307295009676,0.0728649040014308,0.998,0.979,0.132656694840513,"Atrichoblast_In_Differenciation",0.877270827408582
"ATH-aux-cis-DR5-ARF1",0.279284203962097,0.0269471520014402,1,1,0.283938940694798,"Atrichoblast_In_Differenciation",0.546775042242924
"ATH-aux-reg-IR8-ARF3-up",0.712974970895627,-0.0052799451817962,0.994,0.993,0.712974970895627,"Atrichoblast_In_Differenciation",0.146925715860211
"ATH-aux-reg-DR5-ARF3-up",5.33815673863467e-138,1.1201278780326,1,1,3.25627561056715e-136,"Young_Trichoblast_1",135.487278843622
"ATH-aux-reg-DR5-ARF1-up",1.7658795967298e-135,1.14766087583777,0.999,1,5.3859327700259e-134,"Young_Trichoblast_1",133.268739071977
"ATH-aux-reg-DR5-ARF5-1-up",1.67596488485197e-105,0.47144756465338,1,1,3.40779526586567e-104,"Young_Trichoblast_1",103.467526504743
"ATH-aux-reg-DR5-ARF6-down",3.52050969712597e-103,-0.600413232236246,1,1,5.3687772881171e-102,"Young_Trichoblast_1",101.270124611412
"ATH-aux-reg-DR5-ARF8-up",6.85741190341244e-90,0.421735171191592,1,1,8.36604252216318e-89,"Young_Trichoblast_1",88.0774799323571
"ATH-aux-reg-DR5-ARF2-down",2.88390272656495e-85,-0.682421825322991,1,1,2.9319677720077e-84,"Young_Trichoblast_1",83.5328408077404
"ATH-aux-reg-IR8-ARF5-1-up",4.6126998520966e-75,0.431899232554461,1,1,4.00784050593469e-74,"Young_Trichoblast_1",73.3970895697682
"ATH-aux-trans-IAA",5.25618427007828e-75,0.850337202477928,0.996,0.993,4.00784050593469e-74,"Young_Trichoblast_1",73.3970895697682
"ATH-aux-reg-DR5-ARF1-down",1.92724927051332e-72,-0.807977835151706,0.975,0.998,1.30624672779236e-71,"Young_Trichoblast_1",70.883974784471
"ATH-aux-reg-DR5-ARF5-1-down",7.14534374820544e-65,-0.510666859330507,1,1,4.35865968640532e-64,"Young_Trichoblast_1",63.3606470383202
"ATH-aux-reg-IR8-ARF8-up",8.35637913019596e-56,0.37620172156456,1,1,4.63399206310867e-55,"Young_Trichoblast_1",54.3340447143853
"ATH-aux-reg-DR5-ARF8-down",2.32085439504127e-49,-0.555642851275731,1,1,1.17976765081264e-48,"Young_Trichoblast_1",47.928203516343
"ATH-aux-trans-PolarAuxinTransport",2.62665501524877e-48,-1.0234890235879,0.884,0.967,1.23250735330904e-47,"Young_Trichoblast_1",46.9092104809822
"ATH-aux-reg-DR5-TGTCNN-down",4.73312966073558e-48,-0.595021741622958,1,1,2.0622922093205e-47,"Young_Trichoblast_1",46.6856497988467
"ATH-aux-reg-DR5-TGTCNN-up",1.04164005989682e-46,0.338764088621813,1,1,4.23600291024707e-46,"Young_Trichoblast_1",45.3730437501926
"ATH-aux-trans-ARF",1.86238050869255e-43,0.847322860397378,0.957,0.911,7.10032568939033e-43,"Young_Trichoblast_1",42.1487217298921
"ATH-aux-reg-IR8-ARF5-2-up",2.3267578741507e-43,0.518457672540464,1,1,8.34895472489368e-43,"Young_Trichoblast_1",42.0783678940526
"ATH-aux-reg-DR5-ARF3-down",2.99805862656963e-42,-0.613680246695539,0.995,1,1.01600875678193e-41,"Young_Trichoblast_1",40.9931025489363
"ATH-aux-trans-ConjugationDeconjugation",1.23419209343539e-41,0.487136437883262,1,0.998,3.96240619471363e-41,"Young_Trichoblast_1",40.4020410060614
"ATH-aux-reg-IR8-ARF1-up",3.6322629064876e-35,-1.00983931980129,0.682,0.811,1.10784018647872e-34,"Young_Trichoblast_1",33.9555228850375
"ATH-aux-reg-DR5-ARF5-2-up",6.02470795343507e-35,0.354740916398016,1,1,1.75003421504542e-34,"Young_Trichoblast_1",33.7569534603079
"ATH-aux-reg-IR8-ARF3-down",2.07881834934979e-34,-0.876518624356996,0.943,0.949,5.76399633228806e-34,"Young_Trichoblast_1",33.2392763042056
"ATH-aux-cis-DR5-ARF1",1.97605164987854e-29,0.146536291469011,1,1,5.24083263663438e-29,"Young_Trichoblast_1",28.2805997090527
"ATH-aux-reg-IR8-ARF3-up",4.74172903739055e-26,0.610565467339976,0.998,0.995,1.2051894636701e-25,"Young_Trichoblast_1",24.9189446737875
"ATH-aux-cis-DR5-ARF5-2",1.18161188475129e-23,0.11959512745124,1,1,2.88313299879316e-23,"Young_Trichoblast_1",22.5401353231651
"ATH-aux-reg-IR8-TGTCNN-up",1.45977463356396e-18,0.287839454338834,1,1,3.42485587105392e-18,"Young_Trichoblast_1",17.4653577002951
"ATH-aux-reg-IR8-ARF8-down",2.54567815863932e-17,0.302297980708211,0.997,0.991,5.75134695099995e-17,"Young_Trichoblast_1",16.2402304327223
"random1",9.12711676513344e-16,-0.140505603019889,1,1,1.9884075809755e-15,"Young_Trichoblast_1",14.7014945897447
"ATH-aux-cis-DR5-ARF3",1.60225302330758e-15,0.103113664069048,1,1,3.37025635937112e-15,"Young_Trichoblast_1",14.4723370631566
"ATH-aux-trans-Synthesis",8.74096736790262e-14,-1.34011659265335,0.089,0.22,1.77733003147353e-13,"Young_Trichoblast_1",12.7502319207938
"random2",7.14857943390552e-10,-0.101840142651618,1,1,1.40665595312335e-09,"Young_Trichoblast_1",8.85181211147159
"random3",1.61110706517805e-09,-0.0736936762457991,1,1,3.07117284299565e-09,"Young_Trichoblast_1",8.51269574114504
"ATH-aux-reg-IR8-ARF2-up",9.18894291304333e-09,0.160994480339345,1,1,1.69856217483528e-08,"Young_Trichoblast_1",7.76991855141764
"ATH-aux-cis-DR5-ARF5-1",1.79925843424202e-08,0.0488574635461053,1,1,3.22808130849303e-08,"Young_Trichoblast_1",7.49105553485916
"ATH-aux-cis-IR8-ARF5-1",2.99560797880624e-08,-0.0720084900349871,1,1,5.22091676306231e-08,"Young_Trichoblast_1",7.28225323067951
"ATH-aux-cis-IR8-ARF3",4.70218861177694e-08,-0.089771968390119,1,1,7.96759736995537e-08,"Young_Trichoblast_1",7.09867262042079
"ATH-aux-reg-DR5-ARF2-up",8.22356112205386e-08,0.097128447489887,1,1,1.35577629309537e-07,"Young_Trichoblast_1",6.86781196436955
"ATH-aux-reg-IR8-ARF2-down",9.30777009031896e-08,-0.230697611152385,0.974,0.967,1.49414204081436e-07,"Young_Trichoblast_1",6.82560811429463
"majortrend",3.35569948022153e-07,0.037186196838529,1,1,5.24865816137214e-07,"Young_Trichoblast_1",6.27995171137439
"ATH-aux-cis-DR5-ARF8",1.32166521253227e-06,0.0406101481855123,1,1,2.01553944911171e-06,"Young_Trichoblast_1",5.69560869720636
"ATH-aux-cis-IR8-ARF5-2",1.45497207229192e-06,-0.0659738043873324,1,1,2.16471454658065e-06,"Young_Trichoblast_1",5.66459936444609
"ATH-aux-reg-DR5-ARF6-up",2.27051508131043e-06,0.0769118915626024,1,1,3.29765285618896e-06,"Young_Trichoblast_1",5.48179506445156
"ATH-aux-reg-DR5-ARF5-2-down",6.17539757786023e-06,-0.18110196124092,0.98,0.979,8.76044772673195e-06,"Young_Trichoblast_1",5.0574736974529
"ATH-aux-cis-DR5-TGTCNN",1.04802880957016e-05,-0.0640842144824275,1,1,1.45294903144954e-05,"Young_Trichoblast_1",4.83774962021571
"ATH-aux-cis-IR8-ARF6",1.86553128794658e-05,-0.0465879942855847,1,1,2.52883130143869e-05,"Young_Trichoblast_1",4.59708014151284
"ATH-aux-reg-IR8-ARF6-up",5.18773935555142e-05,0.0746984134687865,1,1,6.87939349323123e-05,"Young_Trichoblast_1",4.16244984870544
"ATH-aux-cis-IR8-ARF1",0.00012650098526905,-0.0585454870774372,1,1,0.000164182129817278,"Young_Trichoblast_1",3.784674114842
"ATH-aux-reg-IR8-ARF6-down",0.000295255405547944,-0.131695830419335,0.993,0.993,0.000375220411217179,"Young_Trichoblast_1",3.42571354492549
"ATH-aux-reg-IR8-ARF5-2-down",0.00369674000194124,-0.248626340376003,0.967,0.96,0.0046020640840493,"Young_Trichoblast_1",2.33704733804564
"ATH-aux-trans-A-ARF",0.00787695877975394,-0.371639474297214,0.862,0.864,0.00960988971129981,"Young_Trichoblast_1",2.01728159651967
"ATH-aux-cis-IR8-ARF8",0.015637122948536,-0.0334712060552511,1,1,0.0187032254874646,"Young_Trichoblast_1",1.72808349022227
"ATH-aux-cis-IR8-TGTCNN",0.0262548773079995,-0.0416589427509851,1,1,0.0306101823766463,"Young_Trichoblast_1",1.5141340828517
"ATH-aux-cis-IR8-ARF2",0.0265957322288894,0.0113821514539771,1,1,0.0306101823766463,"Young_Trichoblast_1",1.5141340828517
"ATH-aux-reg-IR8-ARF1-down",0.0707604161284583,0.00706849428899758,0.997,0.995,0.0799330626636288,"Young_Trichoblast_1",1.09727354656432
"ATH-aux-reg-IR8-ARF5-1-down",0.0732772343424025,0.0118427717561392,0.999,1,0.0812711144524828,"Young_Trichoblast_1",1.09006378482395
