"organ","tissue_simple","sensor","value"
"Silique 5 DPA","phloem","PAT",0.0754573379563127
"Silique 5 DPA","phloem","Synthesis",0.0143012132105125
"Silique 5 DPA","seed coat","ConjugationDeconjugation",0.197558522843971
"Silique 5 DPA","seed coat","IAA",0.22464655272682
"Silique 5 DPA","seed coat","PAT",0.0761343343058663
"Silique 5 DPA","seed coat","Synthesis",0.0273713446786578
"Silique 5 DPA","unknown","ConjugationDeconjugation",0.122005616149007
"Silique 5 DPA","unknown","IAA",0.170535620429019
"Silique 5 DPA","unknown","PAT",0.0514410064599554
"Silique 5 DPA","unknown","Synthesis",0.0151188940891527
"Silique 5 DPA","xylem","ConjugationDeconjugation",0.115952695657195
"Silique 5 DPA","xylem","IAA",0.176915094991566
"Silique 5 DPA","xylem","PAT",0.0667496995536493
"Silique 5 DPA","xylem","Synthesis",0.0252837195748621
"Cauline 42 DAG","bundle-sheath","ConjugationDeconjugation",0.115061006937439
"Cauline 42 DAG","bundle-sheath","IAA",0.201504025743929
"Cauline 42 DAG","bundle-sheath","PAT",0.101851730244182
"Cauline 42 DAG","bundle-sheath","Synthesis",0
"Cauline 42 DAG","epidermis","ConjugationDeconjugation",0.163604600501085
"Cauline 42 DAG","epidermis","IAA",0.448753330206349
"Cauline 42 DAG","epidermis","PAT",0.320998138532441
"Cauline 42 DAG","epidermis","Synthesis",0.0403029572592384
"Cauline 42 DAG","guard cell","ConjugationDeconjugation",0.102683582027815
"Cauline 42 DAG","guard cell","IAA",0.169680948650978
"Cauline 42 DAG","guard cell","PAT",0.0813315028056618
"Cauline 42 DAG","guard cell","Synthesis",0.0288344682291923
"Cauline 42 DAG","mesophyll","ConjugationDeconjugation",0.120408376159332
"Cauline 42 DAG","mesophyll","IAA",0.199979592542209
"Cauline 42 DAG","mesophyll","PAT",0.132815418381241
"Cauline 42 DAG","mesophyll","Synthesis",0.0697515744684493
"Cauline 42 DAG","phloem","ConjugationDeconjugation",0.23512996201405
"Cauline 42 DAG","phloem","IAA",0.198350638947991
"Cauline 42 DAG","phloem","PAT",0.159372302991706
"Cauline 42 DAG","phloem","Synthesis",0.0227459103002243
"Cauline 42 DAG","xylem","ConjugationDeconjugation",0.247446736826022
"Cauline 42 DAG","xylem","IAA",0.291856372661634
"Cauline 42 DAG","xylem","PAT",0.144027905381072
"Cauline 42 DAG","xylem","Synthesis",0.0294790109469472
"Stem 42 DAG","bundle sheath","ConjugationDeconjugation",0.1393265804558
"Stem 42 DAG","bundle sheath","IAA",0.170793926633129
"Stem 42 DAG","bundle sheath","PAT",0.176216306764496
"Stem 42 DAG","bundle sheath","Synthesis",0.0292925147150302
"Stem 42 DAG","cortex","ConjugationDeconjugation",0.264885220407591
"Stem 42 DAG","cortex","IAA",0.0965801720629917
"Stem 42 DAG","cortex","PAT",0.0842532110940723
"Stem 42 DAG","cortex","Synthesis",0.102919820710179
"Stem 42 DAG","epidermis","ConjugationDeconjugation",0.183563297772392
"Stem 42 DAG","epidermis","IAA",0.132198553744148
"Stem 42 DAG","epidermis","PAT",0.0814367841692605
"Stem 42 DAG","epidermis","Synthesis",0.119159675944938
"Stem 42 DAG","guard cell","ConjugationDeconjugation",0.134904755871755
"Stem 42 DAG","guard cell","IAA",0.106408166548471
"Stem 42 DAG","guard cell","PAT",0.0692251722852404
"Stem 42 DAG","guard cell","Synthesis",0.0670227873457537
"Stem 42 DAG","phloem","ConjugationDeconjugation",0.335390015459158
"Stem 42 DAG","phloem","IAA",0.115227708508767
"Stem 42 DAG","phloem","PAT",0.259617083282432
"Stem 42 DAG","phloem","Synthesis",0.0854533033103275
"Stem 42 DAG","pith","ConjugationDeconjugation",0.17224300754736
"Stem 42 DAG","pith","IAA",0.0921556753551332
"Stem 42 DAG","pith","PAT",0.0560246591764249
"Stem 42 DAG","pith","Synthesis",0.0897737400285195
"Stem 42 DAG","procambium","ConjugationDeconjugation",0.218243405494413
"Stem 42 DAG","procambium","IAA",0.191217462728149
"Stem 42 DAG","procambium","PAT",0.256460785965379
"Stem 42 DAG","procambium","Synthesis",0.0450652331919722
"Stem 42 DAG","vascular (unspecified)","ConjugationDeconjugation",0.160954483106475
"Stem 42 DAG","vascular (unspecified)","IAA",0.13119805605202
"Stem 42 DAG","vascular (unspecified)","PAT",0.108112620718756
"Stem 42 DAG","vascular (unspecified)","Synthesis",0.141816940538124
"Stem 42 DAG","xylem","ConjugationDeconjugation",0.0995160436721703
"Stem 42 DAG","xylem","IAA",0.160594548058802
"Stem 42 DAG","xylem","PAT",0.068021778014493
"Stem 42 DAG","xylem","Synthesis",0.197982608921844
