"Organ","Tissue_Cleaned","ARF","predicted","residual","Synthesis_contribution","Conjugation_contribution","PAT_contribution"
"Root","Root-cap",0.133562581275869,0.145250162502412,-0.0116875812265433,0.0366372254761935,0.0775023288326259,0.0311106081935929
"Root","Sclerenchyma",0.132657127254598,0.148918836666652,-0.0162617094120543,0.0443647086997894,0.0931829619697234,0.0113711659971395
"Root","Exodermis",0.138707857737657,0.164722675335094,-0.0260148175974371,0.0510970368958555,0.102211360555117,0.0114142778841213
"Root","Meristem",0.144911595017449,0.172634635815132,-0.0277230407976826,0.0539720807664278,0.105631266381,0.013031288667704
"Root","Endodermis",0.24774969447257,0.288979237218375,-0.0412295427458046,0.101695751660367,0.168112837355789,0.0191706482022185
"Root","Epidermis",0.128241085762913,0.177545084504762,-0.0493039987418493,0.0505454091284144,0.114191793776519,0.0128078815998286
"Root","Cortex",0.154059314150419,0.227068057230843,-0.0730087430804238,0.0675079359557383,0.147628402647705,0.0119317186273991
"Root","epidermis-near-root-hair",0.130283164539435,0.222444704869495,-0.0921615403300599,0.0660605037053933,0.146777149237823,0.00960705192627852
"Root","Vascular-cylinder",0.198405572254935,0.328616003525532,-0.130210431270597,0.156012964023073,0.149415342152747,0.0231876973497121
